ACCESSION_NUMBER	ID	ISSUEJURISDICTIONSECUROFFERING
0001665160-17-000102	16	IA
0001665160-17-000102	17	KS
0001665160-17-000102	18	KY
0001665160-17-000102	19	LA
0001665160-17-000102	20	ME
0001665160-17-000102	21	MD
0001665160-17-000102	22	MA
0001665160-17-000102	23	MI
0001665160-17-000102	24	MN
0001665160-17-000102	25	MS
0001665160-17-000102	26	MO
0001665160-17-000102	27	MT
0001665160-17-000102	28	NE
0001665160-17-000102	29	NV
0001665160-17-000102	30	NH
0001665160-17-000102	31	NJ
0001665160-17-000102	32	NM
0001665160-17-000102	33	NY
0001665160-17-000102	34	NC
0001665160-17-000102	35	ND
0001665160-17-000102	36	OH
0001665160-17-000102	37	OK
0001665160-17-000102	38	OR
0001665160-17-000102	39	PA
0001665160-17-000102	40	PR
0001665160-17-000102	41	RI
0001665160-17-000102	42	SC
0001665160-17-000102	43	SD
0001665160-17-000102	46	UT
0001670254-17-000048	40	RI
0001670254-17-000048	41	SC
0001670254-17-000048	42	SD
0001670254-17-000048	43	TN
0001670254-17-000048	44	TX
0001670254-17-000048	45	UT
0001670254-17-000048	46	VT
0001670254-17-000048	47	VA
0001670254-17-000048	48	WA
0001670254-17-000048	49	WV
0001670254-17-000048	50	WI
0001670254-17-000048	51	WY
0001670254-17-000048	52	B5
0001670254-17-000048	53	GU
0001670254-17-000048	54	PR
0001670254-17-000048	55	VI
0001670254-17-000048	56	1V
0001670254-17-000048	1	AL
0001670254-17-000048	2	AK
0001670254-17-000048	3	AZ
0001670254-17-000048	4	AR
0001670254-17-000048	5	CA
0001670254-17-000048	6	CO
0001670254-17-000048	7	CT
0001670254-17-000048	8	DE
0001670254-17-000048	9	DC
0001670254-17-000048	10	FL
0001670254-17-000048	11	GA
0001670254-17-000048	12	HI
0001670254-17-000048	13	ID
0001670254-17-000048	14	IL
0001670254-17-000048	15	IN
0001670254-17-000048	16	IA
0001670254-17-000048	17	KS
0001670254-17-000048	18	KY
0001670254-17-000048	19	LA
0001670254-17-000048	20	ME
0001670254-17-000048	21	MD
0001670254-17-000048	22	MA
0001670254-17-000048	23	MI
0001670254-17-000048	24	MN
0001670254-17-000048	25	MS
0001670254-17-000048	26	MO
0001670254-17-000048	27	MT
0001670254-17-000048	28	NE
0001670254-17-000048	29	NV
0001670254-17-000048	30	NH
0001670254-17-000048	31	NJ
0001670254-17-000048	32	NM
0001670254-17-000048	33	NY
0001670254-17-000048	34	NC
0001670254-17-000048	35	ND
0001670254-17-000048	36	OH
0001670254-17-000048	37	OK
0001670254-17-000048	38	OR
0001670254-17-000048	39	PA
0001670254-17-000047	35	ND
0001670254-17-000047	36	OH
0001670254-17-000047	37	OK
0001670254-17-000047	38	OR
0001670254-17-000047	39	PA
0001670254-17-000047	40	RI
0001670254-17-000047	41	SC
0001670254-17-000047	42	SD
0001670254-17-000047	43	TN
0001670254-17-000047	44	TX
0001670254-17-000047	45	UT
0001670254-17-000047	46	VT
0001670254-17-000047	47	VA
0001670254-17-000047	48	WA
0001670254-17-000047	49	WV
0001670254-17-000047	50	WI
0001670254-17-000047	51	WY
0001670254-17-000047	52	B5
0001670254-17-000047	53	GU
0001670254-17-000047	54	PR
0001670254-17-000047	55	VI
0001670254-17-000047	56	1V
0001670254-17-000047	1	AL
0001670254-17-000047	2	AK
0001670254-17-000047	3	AZ
0001670254-17-000047	4	AR
0001670254-17-000047	5	CA
0001670254-17-000047	6	CO
0001670254-17-000047	7	CT
0001670254-17-000047	8	DE
0001670254-17-000047	9	DC
0001670254-17-000047	10	FL
0001670254-17-000047	11	GA
0001670254-17-000047	12	HI
0001670254-17-000047	13	ID
0001670254-17-000047	14	IL
0001670254-17-000047	15	IN
0001670254-17-000047	16	IA
0001670254-17-000047	17	KS
0001670254-17-000047	18	KY
0001670254-17-000047	19	LA
0001670254-17-000047	20	ME
0001670254-17-000047	21	MD
0001670254-17-000047	22	MA
0001670254-17-000047	23	MI
0001670254-17-000047	24	MN
0001670254-17-000047	25	MS
0001670254-17-000047	26	MO
0001670254-17-000047	27	MT
0001670254-17-000047	28	NE
0001670254-17-000047	29	NV
0001670254-17-000047	30	NH
0001670254-17-000047	31	NJ
0001670254-17-000047	32	NM
0001670254-17-000047	33	NY
0001670254-17-000047	34	NC
0001665160-17-000099	36	OH
0001665160-17-000099	35	ND
0001665160-17-000099	38	OR
0001665160-17-000099	39	PA
0001665160-17-000099	40	PR
0001665160-17-000099	41	RI
0001665160-17-000099	42	SC
0001665160-17-000099	43	SD
0001665160-17-000099	44	TN
0001665160-17-000099	45	TX
0001665160-17-000099	46	UT
0001665160-17-000099	47	VT
0001665160-17-000099	48	VA
0001665160-17-000099	49	WA
0001665160-17-000099	50	WV
0001665160-17-000099	51	WI
0001665160-17-000099	52	WY
0001665160-17-000099	1	AL
0001665160-17-000099	2	AK
0001665160-17-000099	3	AZ
0001665160-17-000099	4	AR
0001665160-17-000099	5	CA
0001665160-17-000099	6	CO
0001665160-17-000099	7	CT
0001665160-17-000099	8	DC
0001665160-17-000099	9	DE
0001665160-17-000099	10	FL
0001665160-17-000099	11	GA
0001665160-17-000099	12	HI
0001665160-17-000099	13	ID
0001665160-17-000099	14	IL
0001665160-17-000099	15	IN
0001665160-17-000099	16	IA
0001665160-17-000099	17	KS
0001665160-17-000099	18	KY
0001665160-17-000099	19	LA
0001665160-17-000099	20	ME
0001665160-17-000099	21	MD
0001665160-17-000099	22	MA
0001665160-17-000099	23	MI
0001665160-17-000099	24	MN
0001665160-17-000099	25	MS
0001665160-17-000099	26	MO
0001665160-17-000099	27	MT
0001665160-17-000099	28	NE
0001665160-17-000099	29	NV
0001665160-17-000099	30	NH
0001665160-17-000099	31	NJ
0001665160-17-000099	32	NM
0001665160-17-000099	33	NY
0001665160-17-000099	34	NC
0001665160-17-000099	37	OK
0001664957-17-000006	46	UT
0001664957-17-000006	45	TX
0001664957-17-000006	48	VA
0001664957-17-000006	49	WA
0001664957-17-000006	50	WV
0001664957-17-000006	51	WI
0001664957-17-000006	52	WY
0001664957-17-000006	1	AL
0001664957-17-000006	2	AK
0001664957-17-000006	3	AZ
0001664957-17-000006	4	AR
0001664957-17-000006	5	CA
0001664957-17-000006	6	CO
0001664957-17-000006	7	CT
0001664957-17-000006	8	DE
0001664957-17-000006	9	DC
0001664957-17-000006	10	FL
0001664957-17-000006	11	GA
0001664957-17-000006	12	HI
0001664957-17-000006	13	ID
0001664957-17-000006	14	IL
0001664957-17-000006	15	IN
0001664957-17-000006	16	IA
0001664957-17-000006	17	KS
0001664957-17-000006	18	KY
0001664957-17-000006	19	LA
0001664957-17-000006	20	ME
0001664957-17-000006	21	MD
0001664957-17-000006	22	MA
0001664957-17-000006	23	MI
0001664957-17-000006	24	MN
0001664957-17-000006	25	MS
0001664957-17-000006	26	MO
0001664957-17-000006	27	MT
0001664957-17-000006	28	NE
0001664957-17-000006	29	NV
0001664957-17-000006	30	NH
0001664957-17-000006	31	NJ
0001664957-17-000006	32	NM
0001664957-17-000006	33	NY
0001664957-17-000006	34	NC
0001664957-17-000006	35	ND
0001664957-17-000006	36	OH
0001664957-17-000006	37	OK
0001664957-17-000006	38	OR
0001664957-17-000006	39	PA
0001664957-17-000006	40	PR
0001664957-17-000006	41	RI
0001664957-17-000006	42	SC
0001664957-17-000006	43	SD
0001664957-17-000006	44	TN
0001664957-17-000006	47	VT
0001684321-17-000001	39	PA
0001684321-17-000001	40	PR
0001684321-17-000001	41	RI
0001684321-17-000001	42	SC
0001684321-17-000001	43	SD
0001684321-17-000001	44	TN
0001684321-17-000001	45	TX
0001684321-17-000001	46	UT
0001684321-17-000001	47	VT
0001684321-17-000001	48	VA
0001684321-17-000001	49	WA
0001684321-17-000001	50	WV
0001684321-17-000001	51	WI
0001684321-17-000001	52	WY
0001684321-17-000001	53	A0
0001684321-17-000001	54	A1
0001684321-17-000001	55	A2
0001684321-17-000001	56	A3
0001684321-17-000001	57	A4
0001684321-17-000001	58	A5
0001684321-17-000001	59	A6
0001684321-17-000001	60	A7
0001684321-17-000001	61	A8
0001684321-17-000001	62	A9
0001684321-17-000001	63	B0
0001684321-17-000001	64	Z4
0001684321-17-000001	1	AL
0001684321-17-000001	2	AK
0001684321-17-000001	3	AZ
0001684321-17-000001	4	AR
0001684321-17-000001	5	CA
0001684321-17-000001	6	CO
0001684321-17-000001	7	CT
0001684321-17-000001	8	DE
0001684321-17-000001	9	DC
0001684321-17-000001	10	FL
0001684321-17-000001	11	GA
0001684321-17-000001	12	HI
0001684321-17-000001	13	ID
0001684321-17-000001	14	IL
0001684321-17-000001	15	IN
0001684321-17-000001	16	IA
0001684321-17-000001	17	KS
0001684321-17-000001	18	KY
0001684321-17-000001	19	LA
0001684321-17-000001	20	ME
0001684321-17-000001	21	MD
0001684321-17-000001	22	MA
0001684321-17-000001	23	MI
0001684321-17-000001	24	MN
0001684321-17-000001	25	MS
0001684321-17-000001	26	MO
0001684321-17-000001	27	MT
0001684321-17-000001	28	NE
0001684321-17-000001	29	NV
0001684321-17-000001	30	NH
0001684321-17-000001	31	NJ
0001684321-17-000001	32	NM
0001684321-17-000001	33	NY
0001684321-17-000001	34	NC
0001684321-17-000001	35	ND
0001684321-17-000001	36	OH
0001684321-17-000001	37	OK
0001684321-17-000001	38	OR
0001665160-17-000097	43	SD
0001665160-17-000097	44	TN
0001665160-17-000097	45	TX
0001665160-17-000097	46	UT
0001665160-17-000097	47	VT
0001665160-17-000097	48	VA
0001665160-17-000097	49	WA
0001665160-17-000097	50	WV
0001665160-17-000097	51	WI
0001665160-17-000097	52	WY
0001665160-17-000097	26	MO
0001665160-17-000097	27	MT
0001665160-17-000097	28	NE
0001665160-17-000097	29	NV
0001665160-17-000097	30	NH
0001665160-17-000097	31	NJ
0001665160-17-000097	32	NM
0001665160-17-000097	7	CT
0001665160-17-000097	8	DC
0001665160-17-000097	9	DE
0001665160-17-000097	10	FL
0001665160-17-000097	11	GA
0001665160-17-000097	12	HI
0001665160-17-000097	13	ID
0001665160-17-000097	14	IL
0001665160-17-000097	15	IN
0001665160-17-000097	16	IA
0001665160-17-000097	17	KS
0001665160-17-000097	18	KY
0001665160-17-000097	19	LA
0001665160-17-000097	20	ME
0001665160-17-000097	21	MD
0001665160-17-000096	36	OH
0001665160-17-000096	37	OK
0001665160-17-000096	38	OR
0001665160-17-000096	39	PA
0001665160-17-000096	52	WY
0001665160-17-000096	1	AL
0001665160-17-000096	2	AK
0001665160-17-000096	3	AZ
0001665160-17-000096	4	AR
0001665160-17-000096	5	CA
0001665160-17-000096	6	CO
0001665160-17-000096	7	CT
0001665160-17-000096	8	DC
0001665160-17-000096	9	DE
0001665160-17-000096	10	FL
0001665160-17-000096	11	GA
0001665160-17-000096	12	HI
0001665160-17-000096	13	ID
0001665160-17-000096	14	IL
0001665160-17-000096	15	IN
0001665160-17-000096	16	IA
0001665160-17-000096	17	KS
0001665160-17-000096	18	KY
0001665160-17-000096	19	LA
0001665160-17-000096	20	ME
0001665160-17-000096	21	MD
0001665160-17-000096	22	MA
0001665160-17-000096	23	MI
0001665160-17-000096	24	MN
0001665160-17-000096	25	MS
0001665160-17-000096	26	MO
0001665160-17-000096	27	MT
0001665160-17-000096	40	PR
0001665160-17-000096	41	RI
0001665160-17-000096	42	SC
0001665160-17-000096	43	SD
0001665160-17-000096	44	TN
0001665160-17-000096	45	TX
0001665160-17-000096	46	UT
0001665160-17-000096	47	VT
0001665160-17-000096	48	VA
0001665160-17-000096	49	WA
0001665160-17-000096	50	WV
0001665160-17-000096	51	WI
0001665160-17-000097	22	MA
0001665160-17-000097	23	MI
0001665160-17-000097	24	MN
0001665160-17-000097	25	MS
0001665160-17-000097	1	AL
0001665160-17-000097	2	AK
0001665160-17-000097	3	AZ
0001665160-17-000097	4	AR
0001665160-17-000097	5	CA
0001665160-17-000097	6	CO
0001665160-17-000097	33	NY
0001665160-17-000097	34	NC
0001665160-17-000097	35	ND
0001665160-17-000097	36	OH
0001665160-17-000097	37	OK
0001665160-17-000097	38	OR
0001665160-17-000097	39	PA
0001665160-17-000097	40	PR
0001665160-17-000097	41	RI
0001665160-17-000097	42	SC
0001670254-17-000045	30	NH
0001670254-17-000045	31	NJ
0001670254-17-000045	32	NM
0001670254-17-000045	33	NY
0001670254-17-000045	34	NC
0001670254-17-000045	35	ND
0001670254-17-000045	36	OH
0001670254-17-000045	37	OK
0001670254-17-000045	38	OR
0001670254-17-000045	39	PA
0001670254-17-000045	40	RI
0001670254-17-000045	41	SC
0001670254-17-000045	42	SD
0001670254-17-000045	43	TN
0001670254-17-000045	44	TX
0001670254-17-000045	45	UT
0001670254-17-000045	46	VT
0001670254-17-000045	47	VA
0001670254-17-000045	48	WA
0001670254-17-000045	49	WV
0001670254-17-000045	50	WI
0001670254-17-000045	51	WY
0001670254-17-000045	52	B5
0001670254-17-000045	53	GU
0001670254-17-000045	54	PR
0001670254-17-000045	55	VI
0001670254-17-000045	56	1V
0001670254-17-000045	1	AL
0001670254-17-000045	2	AK
0001670254-17-000045	3	AZ
0001670254-17-000045	4	AR
0001670254-17-000045	5	CA
0001670254-17-000045	6	CO
0001670254-17-000045	7	CT
0001670254-17-000045	8	DE
0001670254-17-000045	9	DC
0001670254-17-000045	10	FL
0001670254-17-000045	11	GA
0001670254-17-000045	12	HI
0001670254-17-000045	13	ID
0001670254-17-000045	14	IL
0001670254-17-000045	15	IN
0001670254-17-000045	16	IA
0001670254-17-000045	17	KS
0001670254-17-000045	18	KY
0001670254-17-000045	19	LA
0001670254-17-000045	20	ME
0001670254-17-000045	21	MD
0001670254-17-000045	22	MA
0001670254-17-000045	23	MI
0001670254-17-000045	24	MN
0001670254-17-000045	25	MS
0001670254-17-000045	26	MO
0001670254-17-000045	27	MT
0001670254-17-000045	28	NE
0001670254-17-000045	29	NV
0001665160-17-000096	28	NE
0001665160-17-000096	29	NV
0001665160-17-000096	30	NH
0001665160-17-000096	31	NJ
0001665160-17-000096	32	NM
0001665160-17-000096	33	NY
0001665160-17-000096	34	NC
0001665160-17-000096	35	ND
0001644600-17-000035	1	AL
0001644600-17-000035	64	Z4
0001644600-17-000035	3	AZ
0001644600-17-000035	4	AR
0001644600-17-000035	5	CA
0001644600-17-000035	6	CO
0001644600-17-000035	7	CT
0001644600-17-000035	8	DE
0001644600-17-000035	9	DC
0001644600-17-000035	10	FL
0001644600-17-000035	11	GA
0001644600-17-000035	12	HI
0001644600-17-000035	13	ID
0001644600-17-000035	14	IL
0001644600-17-000035	15	IN
0001644600-17-000035	16	IA
0001644600-17-000035	17	KS
0001644600-17-000035	18	KY
0001644600-17-000035	19	LA
0001644600-17-000035	20	ME
0001644600-17-000035	21	MD
0001644600-17-000035	22	MA
0001644600-17-000035	23	MI
0001644600-17-000035	24	MN
0001644600-17-000035	25	MS
0001644600-17-000035	26	MO
0001644600-17-000035	27	MT
0001644600-17-000035	28	NE
0001644600-17-000035	29	NV
0001644600-17-000035	30	NH
0001644600-17-000035	31	NJ
0001644600-17-000035	32	NM
0001644600-17-000035	33	NY
0001644600-17-000035	34	NC
0001644600-17-000035	35	ND
0001644600-17-000035	36	OH
0001644600-17-000035	37	OK
0001644600-17-000035	38	OR
0001644600-17-000035	39	PA
0001644600-17-000035	40	PR
0001644600-17-000035	41	RI
