ACCESSION_NUMBER	ID	ISSUEJURISDICTIONSECUROFFERING
0001708142-17-000002	44	SD
0001708142-17-000002	45	TN
0001708142-17-000002	46	TX
0001708142-17-000002	47	UT
0001708142-17-000002	48	VT
0001708142-17-000002	49	VI
0001708142-17-000002	50	VA
0001708142-17-000002	51	WA
0001708142-17-000002	52	WV
0001708142-17-000002	53	WI
0001708142-17-000002	54	WY
0001708142-17-000002	55	B5
0001708142-17-000002	56	1V
0001708142-17-000002	1	AL
0001708142-17-000002	2	AK
0001708142-17-000002	3	AZ
0001708142-17-000002	4	AR
0001708142-17-000002	5	CA
0001708142-17-000002	6	CO
0001708142-17-000002	7	CT
0001708142-17-000002	8	DE
0001708142-17-000002	9	DC
0001708142-17-000002	10	FL
0001708142-17-000002	11	GA
0001708142-17-000002	12	GU
0001708142-17-000002	13	HI
0001708142-17-000002	14	ID
0001708142-17-000002	17	IA
0001665160-17-000245	6	CO
0001665160-17-000245	5	CA
0001665160-17-000245	8	DE
0001665160-17-000245	9	DC
0001665160-17-000245	10	FL
0001665160-17-000245	51	WI
0001665160-17-000245	52	WY
0001665160-17-000245	31	NJ
0001665160-17-000245	32	NM
0001665160-17-000245	33	NY
0001665160-17-000245	34	NC
0001665160-17-000245	35	ND
0001665160-17-000245	36	OH
0001665160-17-000245	37	OK
0001665160-17-000245	38	OR
0001665160-17-000245	39	PA
0001665160-17-000245	40	PR
0001665160-17-000245	41	RI
0001665160-17-000245	42	SC
0001665160-17-000245	43	SD
0001665160-17-000245	44	TN
0001665160-17-000245	45	TX
0001665160-17-000245	46	UT
0001665160-17-000245	47	VT
0001665160-17-000245	48	VA
0001665160-17-000245	49	WA
0001665160-17-000245	50	WV
0001665160-17-000245	11	GA
0001665160-17-000245	12	HI
0001665160-17-000245	13	ID
0001665160-17-000245	14	IL
0001665160-17-000245	15	IN
0001665160-17-000245	16	IA
0001665160-17-000245	17	KS
0001665160-17-000245	18	KY
0001665160-17-000245	19	LA
0001665160-17-000245	20	ME
0001665160-17-000245	21	MD
0001665160-17-000245	22	MA
0001665160-17-000245	23	MI
0001665160-17-000245	24	MN
0001665160-17-000245	25	MS
0001665160-17-000245	26	MO
0001665160-17-000245	27	MT
0001665160-17-000245	28	NE
0001665160-17-000245	29	NV
0001665160-17-000245	30	NH
0001665160-17-000245	1	AL
0001665160-17-000245	2	AK
0001665160-17-000245	3	AZ
0001665160-17-000245	4	AR
0001665160-17-000245	7	CT
0001665160-17-000244	1	AL
0001665160-17-000244	32	NM
0001665160-17-000244	3	AZ
0001665160-17-000244	4	AR
0001665160-17-000244	5	CA
0001665160-17-000244	6	CO
0001665160-17-000244	7	CT
0001665160-17-000244	8	DE
0001665160-17-000244	9	DC
0001665160-17-000244	10	FL
0001665160-17-000244	11	GA
0001665160-17-000244	12	HI
0001665160-17-000244	13	ID
0001665160-17-000244	14	IL
0001665160-17-000244	15	IN
0001665160-17-000244	16	IA
0001665160-17-000244	17	KS
0001665160-17-000244	18	KY
0001665160-17-000244	33	NY
0001665160-17-000244	34	NC
0001665160-17-000244	35	ND
0001665160-17-000244	36	OH
0001665160-17-000244	37	OK
0001665160-17-000244	38	OR
0001665160-17-000244	39	PA
0001665160-17-000244	40	PR
0001665160-17-000244	41	RI
0001665160-17-000244	42	SC
0001665160-17-000244	43	SD
0001665160-17-000244	44	TN
0001665160-17-000244	45	TX
0001665160-17-000244	46	UT
0001665160-17-000244	47	VT
0001665160-17-000244	48	VA
0001665160-17-000244	49	WA
0001665160-17-000244	50	WV
0001665160-17-000244	51	WI
0001665160-17-000244	52	WY
0001665160-17-000244	19	LA
0001665160-17-000244	20	ME
0001665160-17-000244	21	MD
0001665160-17-000244	22	MA
0001665160-17-000244	23	MI
0001665160-17-000244	24	MN
0001665160-17-000244	25	MS
0001665160-17-000244	26	MO
0001665160-17-000244	27	MT
0001665160-17-000244	28	NE
0001665160-17-000244	29	NV
0001665160-17-000244	30	NH
0001665160-17-000244	31	NJ
0001665160-17-000244	2	AK
0001665160-17-000243	23	MI
0001665160-17-000243	24	MN
0001665160-17-000243	37	OK
0001665160-17-000243	38	OR
0001665160-17-000243	39	PA
0001665160-17-000243	40	PR
0001665160-17-000243	41	RI
0001665160-17-000243	42	SC
0001665160-17-000243	43	SD
0001665160-17-000243	44	TN
0001665160-17-000243	45	TX
0001665160-17-000243	46	UT
0001665160-17-000243	47	VT
0001665160-17-000243	48	VA
0001665160-17-000243	49	WA
0001665160-17-000243	50	WV
0001665160-17-000243	51	WI
0001665160-17-000243	52	WY
0001665160-17-000243	1	AL
0001665160-17-000243	2	AK
0001665160-17-000243	3	AZ
0001665160-17-000243	4	AR
0001665160-17-000243	5	CA
0001665160-17-000243	6	CO
0001665160-17-000243	7	CT
0001665160-17-000243	8	DE
0001665160-17-000243	9	DC
0001665160-17-000243	10	FL
0001665160-17-000243	11	GA
0001665160-17-000243	12	HI
0001665160-17-000243	13	ID
0001665160-17-000243	14	IL
0001665160-17-000243	15	IN
0001665160-17-000243	16	IA
0001665160-17-000243	17	KS
0001665160-17-000243	18	KY
0001665160-17-000243	19	LA
0001665160-17-000243	20	ME
0001665160-17-000243	21	MD
0001665160-17-000243	22	MA
0001665160-17-000243	25	MS
0001665160-17-000243	26	MO
0001665160-17-000243	27	MT
0001665160-17-000243	28	NE
0001665160-17-000243	29	NV
0001665160-17-000243	30	NH
0001665160-17-000243	31	NJ
0001665160-17-000243	32	NM
0001665160-17-000243	33	NY
0001665160-17-000243	34	NC
0001665160-17-000243	35	ND
0001665160-17-000243	36	OH
0001665160-17-000242	37	OK
0001665160-17-000242	36	OH
0001665160-17-000242	39	PA
0001665160-17-000242	40	PR
0001665160-17-000242	41	RI
0001665160-17-000242	42	SC
0001665160-17-000242	43	SD
0001665160-17-000242	44	TN
0001665160-17-000242	45	TX
0001665160-17-000242	46	UT
0001665160-17-000242	47	VT
0001665160-17-000242	48	VA
0001665160-17-000242	49	WA
0001665160-17-000242	50	WV
0001665160-17-000242	51	WI
0001665160-17-000242	52	WY
0001665160-17-000242	1	AL
0001665160-17-000242	2	AK
0001665160-17-000242	3	AZ
0001665160-17-000242	4	AR
0001665160-17-000242	5	CA
0001665160-17-000242	6	CO
0001665160-17-000242	7	CT
0001665160-17-000242	8	DE
0001665160-17-000242	9	DC
0001665160-17-000242	10	FL
0001665160-17-000242	11	GA
0001665160-17-000242	12	HI
0001665160-17-000242	13	ID
0001665160-17-000242	14	IL
0001665160-17-000242	15	IN
0001665160-17-000242	16	IA
0001665160-17-000242	17	KS
0001665160-17-000242	18	KY
0001665160-17-000242	19	LA
0001665160-17-000242	20	ME
0001665160-17-000242	21	MD
0001665160-17-000242	22	MA
0001665160-17-000242	23	MI
0001665160-17-000242	24	MN
0001665160-17-000242	25	MS
0001665160-17-000242	26	MO
0001665160-17-000242	27	MT
0001665160-17-000242	28	NE
0001665160-17-000242	29	NV
0001665160-17-000242	30	NH
0001665160-17-000242	31	NJ
0001665160-17-000242	32	NM
0001665160-17-000242	33	NY
0001665160-17-000242	34	NC
0001665160-17-000242	35	ND
0001665160-17-000242	38	OR
0001665160-17-000241	47	VT
0001665160-17-000241	34	NC
0001665160-17-000241	49	WA
0001665160-17-000241	50	WV
0001665160-17-000241	51	WI
0001665160-17-000241	52	WY
0001665160-17-000241	1	AL
0001665160-17-000241	2	AK
0001665160-17-000241	3	AZ
0001665160-17-000241	4	AR
0001665160-17-000241	5	CA
0001665160-17-000241	6	CO
0001665160-17-000241	7	CT
0001665160-17-000241	8	DE
0001665160-17-000241	9	DC
0001665160-17-000241	10	FL
0001665160-17-000241	11	GA
0001665160-17-000241	12	HI
0001665160-17-000241	13	ID
0001665160-17-000241	14	IL
0001665160-17-000241	15	IN
0001665160-17-000241	16	IA
0001665160-17-000241	17	KS
0001665160-17-000241	18	KY
0001665160-17-000241	19	LA
0001665160-17-000241	20	ME
0001665160-17-000241	21	MD
0001665160-17-000241	22	MA
0001665160-17-000241	35	ND
0001665160-17-000241	36	OH
0001665160-17-000241	37	OK
0001665160-17-000241	38	OR
0001665160-17-000241	39	PA
0001665160-17-000241	40	PR
0001665160-17-000241	41	RI
0001665160-17-000241	42	SC
0001665160-17-000241	43	SD
0001665160-17-000241	44	TN
0001665160-17-000241	45	TX
0001665160-17-000241	46	UT
0001665160-17-000241	23	MI
0001665160-17-000241	24	MN
0001665160-17-000241	25	MS
0001665160-17-000241	26	MO
0001665160-17-000241	27	MT
0001665160-17-000241	28	NE
0001665160-17-000241	29	NV
0001665160-17-000241	30	NH
0001665160-17-000241	31	NJ
0001665160-17-000241	32	NM
0001665160-17-000241	33	NY
0001665160-17-000241	48	VA
0001665160-17-000240	35	ND
0001665160-17-000240	34	NC
0001665160-17-000240	37	OK
0001665160-17-000240	38	OR
0001665160-17-000240	39	PA
0001665160-17-000240	40	PR
0001665160-17-000240	41	RI
0001665160-17-000240	42	SC
0001665160-17-000240	43	SD
0001665160-17-000240	44	TN
0001665160-17-000240	45	TX
0001665160-17-000240	46	UT
0001665160-17-000240	47	VT
0001665160-17-000240	48	VA
0001665160-17-000240	49	WA
0001665160-17-000240	50	WV
0001665160-17-000240	51	WI
0001665160-17-000240	52	WY
0001665160-17-000240	1	AL
0001665160-17-000240	2	AK
0001665160-17-000240	3	AZ
0001665160-17-000240	4	AR
0001665160-17-000240	5	CA
0001665160-17-000240	6	CO
0001665160-17-000240	7	CT
0001665160-17-000240	8	DE
0001665160-17-000240	9	DC
0001665160-17-000240	10	FL
0001665160-17-000240	11	GA
0001665160-17-000240	12	HI
0001665160-17-000240	13	ID
0001665160-17-000240	14	IL
0001665160-17-000240	15	IN
0001665160-17-000240	16	IA
0001665160-17-000240	17	KS
0001665160-17-000240	18	KY
0001665160-17-000240	19	LA
0001665160-17-000240	20	ME
0001665160-17-000240	21	MD
0001665160-17-000240	22	MA
0001665160-17-000240	23	MI
0001665160-17-000240	24	MN
0001665160-17-000240	25	MS
0001665160-17-000240	26	MO
0001665160-17-000240	27	MT
0001665160-17-000240	28	NE
0001665160-17-000240	29	NV
0001665160-17-000240	30	NH
0001665160-17-000240	31	NJ
0001665160-17-000240	32	NM
0001665160-17-000240	33	NY
0001665160-17-000240	36	OH
0001665160-17-000239	35	ND
0001665160-17-000239	36	OH
0001665160-17-000239	37	OK
0001665160-17-000239	38	OR
0001665160-17-000239	39	PA
0001665160-17-000239	40	PR
0001665160-17-000239	41	RI
0001665160-17-000239	42	SC
0001665160-17-000239	43	SD
0001665160-17-000239	44	TN
0001665160-17-000239	45	TX
0001665160-17-000239	46	UT
0001665160-17-000239	47	VT
0001665160-17-000239	48	VA
0001665160-17-000239	49	WA
0001665160-17-000239	50	WV
0001665160-17-000239	51	WI
0001665160-17-000239	52	WY
0001665160-17-000239	1	AL
0001665160-17-000239	2	AK
0001665160-17-000239	3	AZ
0001665160-17-000239	4	AR
0001665160-17-000239	5	CA
0001665160-17-000239	6	CO
0001665160-17-000239	7	CT
0001665160-17-000239	8	DE
0001665160-17-000239	9	DC
0001665160-17-000239	10	FL
0001665160-17-000239	11	GA
0001665160-17-000239	12	HI
0001665160-17-000239	13	ID
0001665160-17-000239	14	IL
0001665160-17-000239	15	IN
0001665160-17-000239	16	IA
0001665160-17-000239	17	KS
0001665160-17-000239	18	KY
0001665160-17-000239	27	MT
0001665160-17-000239	28	NE
0001665160-17-000239	29	NV
0001665160-17-000239	30	NH
0001665160-17-000239	31	NJ
0001665160-17-000239	32	NM
0001665160-17-000239	33	NY
0001665160-17-000239	34	NC
0001665160-17-000239	19	LA
0001665160-17-000239	20	ME
0001665160-17-000239	21	MD
0001665160-17-000239	22	MA
0001665160-17-000239	23	MI
0001665160-17-000239	24	MN
0001665160-17-000239	25	MS
0001665160-17-000239	26	MO
0001665160-17-000238	15	IN
0001665160-17-000238	14	IL
0001665160-17-000238	17	KS
0001665160-17-000238	18	KY
0001665160-17-000238	19	LA
0001665160-17-000238	20	ME
0001665160-17-000238	21	MD
0001665160-17-000238	22	MA
0001665160-17-000238	23	MI
0001665160-17-000238	24	MN
0001665160-17-000238	25	MS
0001665160-17-000238	26	MO
0001665160-17-000238	27	MT
0001665160-17-000238	28	NE
0001665160-17-000238	29	NV
0001665160-17-000238	30	NH
0001665160-17-000238	31	NJ
0001665160-17-000238	32	NM
0001665160-17-000238	33	NY
0001665160-17-000238	34	NC
0001665160-17-000238	35	ND
0001665160-17-000238	36	OH
0001665160-17-000238	37	OK
0001665160-17-000238	38	OR
0001665160-17-000238	39	PA
0001665160-17-000238	40	PR
0001665160-17-000238	41	RI
0001665160-17-000238	42	SC
0001665160-17-000238	43	SD
0001665160-17-000238	44	TN
0001665160-17-000238	45	TX
0001665160-17-000238	46	UT
0001665160-17-000238	47	VT
0001665160-17-000238	48	VA
0001665160-17-000238	49	WA
0001665160-17-000238	50	WV
0001665160-17-000238	51	WI
0001665160-17-000238	52	WY
0001665160-17-000238	1	AL
0001665160-17-000238	2	AK
0001665160-17-000238	3	AZ
0001665160-17-000238	4	AR
0001665160-17-000238	5	CA
0001665160-17-000238	6	CO
0001665160-17-000238	7	CT
0001665160-17-000238	8	DE
0001665160-17-000238	9	DC
0001665160-17-000238	10	FL
0001665160-17-000238	11	GA
0001665160-17-000238	12	HI
0001665160-17-000238	13	ID
0001665160-17-000238	16	IA
0001665160-17-000237	25	MS
0001665160-17-000237	24	MN
0001665160-17-000237	27	MT
0001665160-17-000237	28	NE
0001665160-17-000237	29	NV
0001665160-17-000237	30	NH
0001665160-17-000237	31	NJ
0001665160-17-000237	32	NM
0001665160-17-000237	33	NY
0001665160-17-000237	34	NC
0001665160-17-000237	35	ND
0001665160-17-000237	36	OH
0001665160-17-000237	37	OK
0001665160-17-000237	38	OR
0001665160-17-000237	39	PA
0001665160-17-000237	40	PR
0001665160-17-000237	41	RI
0001665160-17-000237	42	SC
0001665160-17-000237	43	SD
0001665160-17-000237	44	TN
0001665160-17-000237	45	TX
0001665160-17-000237	46	UT
0001665160-17-000237	47	VT
0001665160-17-000237	48	VA
0001665160-17-000237	49	WA
0001665160-17-000237	50	WV
0001665160-17-000237	51	WI
0001665160-17-000237	52	WY
0001665160-17-000237	1	AL
0001665160-17-000237	2	AK
0001665160-17-000237	3	AZ
0001665160-17-000237	4	AR
0001665160-17-000237	5	CA
0001665160-17-000237	6	CO
0001665160-17-000237	7	CT
0001665160-17-000237	8	DE
0001665160-17-000237	9	DC
0001665160-17-000237	10	FL
0001665160-17-000237	11	GA
0001665160-17-000237	12	HI
0001665160-17-000237	13	ID
0001665160-17-000237	14	IL
0001665160-17-000237	15	IN
0001665160-17-000237	16	IA
0001665160-17-000237	17	KS
0001665160-17-000237	18	KY
0001665160-17-000237	19	LA
0001665160-17-000237	20	ME
0001665160-17-000237	21	MD
0001665160-17-000237	22	MA
0001665160-17-000237	23	MI
0001665160-17-000237	26	MO
0001665160-17-000236	49	WA
0001665160-17-000236	16	IA
0001665160-17-000236	51	WI
0001665160-17-000236	52	WY
0001665160-17-000236	1	AL
0001665160-17-000236	2	AK
0001665160-17-000236	3	AZ
0001665160-17-000236	4	AR
0001665160-17-000236	5	CA
0001665160-17-000236	6	CO
0001665160-17-000236	7	CT
0001665160-17-000236	8	DE
0001665160-17-000236	17	KS
0001665160-17-000236	18	KY
0001665160-17-000236	19	LA
0001665160-17-000236	20	ME
0001665160-17-000236	21	MD
0001665160-17-000236	22	MA
0001665160-17-000236	23	MI
0001665160-17-000236	24	MN
0001665160-17-000236	25	MS
0001665160-17-000236	26	MO
0001665160-17-000236	27	MT
0001665160-17-000236	28	NE
0001665160-17-000236	29	NV
0001665160-17-000236	30	NH
0001665160-17-000236	31	NJ
0001665160-17-000236	32	NM
0001665160-17-000236	33	NY
0001665160-17-000236	34	NC
0001665160-17-000236	35	ND
0001665160-17-000236	36	OH
0001665160-17-000236	37	OK
0001665160-17-000236	38	OR
0001665160-17-000236	39	PA
0001665160-17-000236	40	PR
0001665160-17-000236	41	RI
0001665160-17-000236	42	SC
0001665160-17-000236	43	SD
0001665160-17-000236	44	TN
0001665160-17-000236	45	TX
0001665160-17-000236	46	UT
0001665160-17-000236	47	VT
0001665160-17-000236	48	VA
0001665160-17-000236	9	DC
0001665160-17-000236	10	FL
0001665160-17-000236	11	GA
0001665160-17-000236	12	HI
0001665160-17-000236	13	ID
0001665160-17-000236	14	IL
0001665160-17-000236	15	IN
0001665160-17-000236	50	WV
0001665160-17-000235	25	MS
0001665160-17-000235	24	MN
0001665160-17-000235	27	MT
0001665160-17-000235	28	NE
0001665160-17-000235	29	NV
0001665160-17-000235	30	NH
0001665160-17-000235	31	NJ
0001665160-17-000235	32	NM
0001665160-17-000235	33	NY
0001665160-17-000235	34	NC
0001665160-17-000235	35	ND
0001665160-17-000235	36	OH
0001665160-17-000235	37	OK
0001665160-17-000235	38	OR
0001665160-17-000235	39	PA
0001665160-17-000235	40	PR
0001665160-17-000235	41	RI
0001665160-17-000235	42	SC
0001665160-17-000235	43	SD
0001665160-17-000235	44	TN
0001665160-17-000235	45	TX
0001665160-17-000235	46	UT
0001665160-17-000235	47	VT
0001665160-17-000235	48	VA
0001665160-17-000235	49	WA
0001665160-17-000235	50	WV
0001665160-17-000235	51	WI
0001665160-17-000235	52	WY
0001665160-17-000235	1	AL
0001665160-17-000235	2	AK
0001665160-17-000235	3	AZ
0001665160-17-000235	4	AR
0001665160-17-000235	5	CA
0001665160-17-000235	6	CO
0001665160-17-000235	7	CT
0001665160-17-000235	8	DE
0001665160-17-000235	9	DC
0001665160-17-000235	10	FL
0001665160-17-000235	11	GA
0001665160-17-000235	12	HI
0001665160-17-000235	13	ID
0001665160-17-000235	14	IL
0001665160-17-000235	15	IN
0001665160-17-000235	16	IA
0001665160-17-000235	17	KS
0001665160-17-000235	18	KY
0001665160-17-000235	19	LA
0001665160-17-000235	20	ME
0001665160-17-000235	21	MD
0001665160-17-000235	22	MA
0001665160-17-000235	23	MI
0001665160-17-000235	26	MO
0001665160-17-000234	44	TN
0001665160-17-000234	43	SD
0001665160-17-000234	46	UT
0001665160-17-000234	47	VT
0001665160-17-000234	48	VA
0001665160-17-000234	49	WA
0001665160-17-000234	50	WV
0001665160-17-000234	51	WI
0001665160-17-000234	52	WY
0001665160-17-000234	1	AL
0001665160-17-000234	2	AK
0001665160-17-000234	3	AZ
0001665160-17-000234	4	AR
0001665160-17-000234	5	CA
0001665160-17-000234	6	CO
0001665160-17-000234	7	CT
0001665160-17-000234	8	DE
0001665160-17-000234	9	DC
0001665160-17-000234	10	FL
0001665160-17-000234	11	GA
0001665160-17-000234	12	HI
0001665160-17-000234	13	ID
0001665160-17-000234	14	IL
0001665160-17-000234	15	IN
0001665160-17-000234	16	IA
0001665160-17-000234	17	KS
0001665160-17-000234	18	KY
0001665160-17-000234	19	LA
0001665160-17-000234	20	ME
0001665160-17-000234	21	MD
0001665160-17-000234	22	MA
0001665160-17-000234	23	MI
0001665160-17-000234	24	MN
0001665160-17-000234	25	MS
0001665160-17-000234	26	MO
0001665160-17-000234	27	MT
0001665160-17-000234	28	NE
0001665160-17-000234	29	NV
0001665160-17-000234	30	NH
0001665160-17-000234	31	NJ
0001665160-17-000234	32	NM
0001665160-17-000234	33	NY
0001665160-17-000234	34	NC
0001665160-17-000234	35	ND
0001665160-17-000234	36	OH
0001665160-17-000234	37	OK
0001665160-17-000234	38	OR
0001665160-17-000234	39	PA
0001665160-17-000234	40	PR
0001665160-17-000234	41	RI
0001665160-17-000234	42	SC
0001665160-17-000234	45	TX
0001665160-17-000233	17	KS
0001665160-17-000233	18	KY
0001665160-17-000233	19	LA
0001665160-17-000233	20	ME
0001665160-17-000233	21	MD
0001665160-17-000233	22	MA
0001665160-17-000233	23	MI
0001665160-17-000233	24	MN
0001665160-17-000233	25	MS
0001665160-17-000233	26	MO
0001665160-17-000233	35	ND
0001665160-17-000233	36	OH
0001665160-17-000233	37	OK
0001665160-17-000233	38	OR
0001665160-17-000233	39	PA
0001665160-17-000233	40	PR
0001665160-17-000233	41	RI
0001665160-17-000233	42	SC
0001665160-17-000233	43	SD
0001665160-17-000233	44	TN
0001665160-17-000233	45	TX
0001665160-17-000233	46	UT
0001665160-17-000233	47	VT
0001665160-17-000233	48	VA
0001665160-17-000233	1	AL
0001665160-17-000233	2	AK
0001665160-17-000233	3	AZ
0001665160-17-000233	4	AR
0001665160-17-000233	5	CA
0001665160-17-000233	6	CO
0001665160-17-000233	7	CT
0001665160-17-000233	8	DE
0001665160-17-000233	9	DC
0001665160-17-000233	10	FL
0001665160-17-000233	11	GA
0001665160-17-000233	12	HI
0001665160-17-000233	13	ID
0001665160-17-000233	14	IL
0001665160-17-000233	15	IN
0001665160-17-000233	16	IA
0001665160-17-000233	49	WA
0001665160-17-000233	50	WV
0001665160-17-000233	51	WI
0001665160-17-000233	52	WY
0001665160-17-000233	27	MT
0001665160-17-000233	28	NE
0001665160-17-000233	29	NV
0001665160-17-000233	30	NH
0001665160-17-000233	31	NJ
0001665160-17-000233	32	NM
0001665160-17-000233	33	NY
0001665160-17-000233	34	NC
0001665160-17-000232	40	PR
0001665160-17-000232	41	RI
0001665160-17-000232	1	AL
0001665160-17-000232	2	AK
0001665160-17-000232	3	AZ
0001665160-17-000232	4	AR
0001665160-17-000232	5	CA
0001665160-17-000232	6	CO
0001665160-17-000232	7	CT
0001665160-17-000232	8	DE
0001665160-17-000232	9	DC
0001665160-17-000232	10	FL
0001665160-17-000232	11	GA
0001665160-17-000232	12	HI
0001665160-17-000232	13	ID
0001665160-17-000232	14	IL
0001665160-17-000232	15	IN
0001665160-17-000232	16	IA
0001665160-17-000232	17	KS
0001665160-17-000232	18	KY
0001665160-17-000232	19	LA
0001665160-17-000232	20	ME
0001665160-17-000232	21	MD
0001665160-17-000232	22	MA
0001665160-17-000232	23	MI
0001665160-17-000232	24	MN
0001665160-17-000232	25	MS
0001665160-17-000232	26	MO
0001665160-17-000232	27	MT
0001665160-17-000232	28	NE
0001665160-17-000232	29	NV
0001665160-17-000232	30	NH
0001665160-17-000232	31	NJ
0001665160-17-000232	32	NM
0001665160-17-000232	33	NY
0001665160-17-000232	34	NC
0001665160-17-000232	35	ND
0001665160-17-000232	36	OH
0001665160-17-000232	37	OK
0001665160-17-000232	38	OR
0001665160-17-000232	42	SC
0001665160-17-000232	43	SD
0001665160-17-000232	44	TN
0001665160-17-000232	45	TX
0001665160-17-000232	46	UT
0001665160-17-000232	47	VT
0001665160-17-000232	48	VA
0001665160-17-000232	49	WA
0001665160-17-000232	50	WV
0001665160-17-000232	51	WI
0001665160-17-000232	52	WY
0001665160-17-000232	39	PA
0001665160-17-000231	6	CO
0001665160-17-000231	39	PA
0001665160-17-000231	8	DE
0001665160-17-000231	9	DC
0001665160-17-000231	40	PR
0001665160-17-000231	41	RI
0001665160-17-000231	42	SC
0001665160-17-000231	43	SD
0001665160-17-000231	44	TN
0001665160-17-000231	45	TX
0001665160-17-000231	46	UT
0001665160-17-000231	47	VT
0001665160-17-000231	48	VA
0001665160-17-000231	49	WA
0001665160-17-000231	50	WV
0001665160-17-000231	51	WI
0001665160-17-000231	52	WY
0001665160-17-000231	1	AL
0001665160-17-000231	10	FL
0001665160-17-000231	11	GA
0001665160-17-000231	12	HI
0001665160-17-000231	13	ID
0001665160-17-000231	14	IL
0001665160-17-000231	15	IN
0001665160-17-000231	2	AK
0001665160-17-000231	3	AZ
0001665160-17-000231	4	AR
0001665160-17-000231	5	CA
0001665160-17-000231	16	IA
0001665160-17-000231	17	KS
0001665160-17-000231	18	KY
0001665160-17-000231	19	LA
0001665160-17-000231	20	ME
0001665160-17-000231	21	MD
0001665160-17-000231	22	MA
0001665160-17-000231	23	MI
0001665160-17-000231	24	MN
