,CIK,FILING_DATE,SUBMISSION_TYPE,OFFERINGAMOUNT,PROGRESSUPDATE,NATUREOFAMENDMENT,MAXIMUMOFFERINGAMOUNT,CURRENTEMPLOYEES,TOTALASSETMOSTRECENTFISCALYEAR,TOTALASSETPRIORFISCALYEAR,CASHEQUIMOSTRECENTFISCALYEAR,CASHEQUIPRIORFISCALYEAR,ACTRECEIVEDRECENTFISCALYEAR,ACTRECEIVEDPRIORFISCALYEAR,SHORTTERMDEBTMRECENTFISCALYEAR,SHORTTERMDEBTPRIORFISCALYEAR,LONGTERMDEBTRECENTFISCALYEAR,LONGTERMDEBTPRIORFISCALYEAR,NETINCOMEMOSTRECENTFISCALYEAR,NETINCOMEPRIORFISCALYEAR,Form_C_Number,Funding_Success
299,1688226,2016-10-28,C,50000.0,,,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
301,1645720,2016-10-31,C,50000.0,,Extending the deadline of the offering,100000.0,10.0,583711.0,246008.0,383616.0,107231.0,116862.0,57087.0,0.0,0.0,1099957.0,799957.0,-72133.0,-9560.0,1,0
321,1689580,2016-11-10,C,100000.0,,,1000000.0,0.0,43306.42,0.0,14062.14,0.0,0.0,0.0,20000.0,0.0,25000.0,0.0,-16505.49,0.0,1,0
337,1669760,2016-11-15,C,50000.0,,,1000000.0,5.0,9353.0,14800.0,9353.0,14800.0,0.0,0.0,4100.0,3300.0,0.0,0.0,-6247.0,-3939.0,1,0
336,1690042,2016-11-15,C,50000.0,,,1000000.0,5.0,9353.0,14800.0,9353.0,14800.0,0.0,0.0,4100.0,3300.0,0.0,0.0,-6247.0,-3939.0,1,1
338,1689304,2016-11-15,C,300000.0,,,1000000.0,2.0,170000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170000.0,0.0,0.0,0.0,1,1
339,1664526,2016-11-15,C,53100.0,,,1000000.0,3.0,10241878.66,0.0,3878.66,0.0,5000.0,0.0,0.0,0.0,20050.0,0.0,-11521.34,0.0,1,1
1470,1664526,2017-11-02,C,50000.0,,,107000.0,6.0,454615.0,322.0,382307.0,322.0,0.0,0.0,4000.0,0.0,69048.0,0.0,-459349.0,-19624.0,2,1
340,1689582,2016-11-15,C,50000.0,,,500000.0,2.0,322.0,0.0,322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19624.0,-10881.0,1,0
341,1611945,2016-11-15,C,50000.0,,,300000.0,9.0,1633216.0,200081.0,979242.0,119614.0,0.0,0.0,32000.0,0.0,1588819.0,100000.0,-277547.0,-28608.0,1,1
342,1647487,2016-11-15,C,50000.0,,,100000.0,5.0,261055.77,176000.91,641.15,4498.62,7.62,0.0,332753.01,250794.91,0.0,0.0,3096.76,-30542.61,1,1
343,1689758,2016-11-15,C,150000.0,,,1000000.0,31.0,855863.0,741827.0,744494.0,713258.0,0.0,0.0,0.0,0.0,0.0,0.0,-3488790.0,-1374306.0,1,0
344,1688786,2016-11-16,C,200000.0,,,1000000.0,4.0,789678.0,833451.0,774459.0,827900.0,10000.0,0.0,22021.0,38652.0,3195292.0,2430292.0,-802014.0,-977491.0,1,1
346,1597895,2016-11-16,C,150000.0,,,300000.0,5.0,170088.0,611545.0,78960.0,543048.0,0.0,0.0,867931.0,0.0,0.0,862965.0,-531862.0,-299639.0,1,1
347,1688545,2016-11-16,C,100000.0,,,1000000.0,2.0,58738.0,0.0,0.0,0.0,0.0,0.0,237164.0,0.0,0.0,0.0,-178426.0,0.0,1,1
349,1450158,2016-11-16,C,100000.0,,,1000000.0,8.0,2531201.0,2413943.0,92379.0,76366.0,97508.0,132173.0,97236.0,82652.0,578511.0,1195759.0,-188301.0,290353.0,1,0
354,1689082,2016-11-21,C,300000.0,,,1000000.0,20.0,661672.0,559379.0,17911.0,16580.0,0.0,0.0,240501.0,190945.0,283291.0,247698.0,184842.0,-75585.0,1,1
3441,1689082,2018-10-03,C,300000.0,,,1070000.0,20.0,4044706.0,1175732.0,126975.0,533542.0,0.0,0.0,838969.0,155226.0,984455.0,208319.0,-530619.0,72015.0,2,0
355,1689081,2016-11-21,C,25000.0,,,100000.0,5.0,20254.25,65496.13000000001,17677.98,65496.13000000001,0.0,0.0,0.0,300.94,278.33,2247.8,-42971.47,-32290.61,1,0
358,1573591,2016-11-23,C,50000.0,,,1000000.0,50.0,552153.0,289025.0,133554.0,271760.0,42508.0,10766.0,1704117.42,634938.3,1610840.01,1257223.01,-1550890.0,-1432698.0,1,1
360,1689502,2016-11-23,C,10000.0,,,100000.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
364,1690179,2016-11-29,C,50000.0,,Non-material addition of information related to perks being offered to investors in this offering.,1000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
365,1690216,2016-11-29,C,50000.0,,,1000000.0,0.0,110596.0,103660.0,6773.0,6447.0,0.0,0.0,0.0,0.0,0.0,0.0,-207066.0,-155484.0,1,0
367,1689191,2016-12-01,C,200000.0,,,1000000.0,10.0,249924.0,188771.0,124025.0,175503.0,15052.0,900.0,124512.0,228086.0,17724.0,17724.0,7356.0,601.0,1,0
368,1686564,2016-12-02,C,100000.0,,,300000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
370,1690631,2016-12-02,C,50000.0,,,100000.0,2.0,6304.0,0.0,3083.0,0.0,0.0,0.0,4392.0,0.0,0.0,0.0,1887.0,0.0,1,0
639,1690631,2017-04-06,C,100000.0,,Move deadline date to Apr 14th. Include video transcripts.,320000.0,4.0,104671.0,11177.0,102565.0,964.0,0.0,2098.0,35999.0,52763.0,150000.0,420000.0,-585625.0,-307204.0,2,1
371,1690540,2016-12-02,C,100000.0,,,1000000.0,1.0,61284.0,84136.0,3746.0,25258.0,310.0,0.0,6275.0,21189.0,0.0,0.0,-226801.0,-242557.0,1,0
375,1691448,2016-12-05,C,100000.0,,"Included CPA reviewed financials, increased max offering to $200K, updated issuer signator title",1000000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
381,1690966,2016-12-06,C,125000.0,,,960000.0,4.0,392735.0,976.0,312211.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,-597246.0,-24.0,1,0
382,1690909,2016-12-06,C,50000.0,,,750000.0,1.0,142891.0,110045.0,51953.0,11303.0,23813.0,3488.0,259450.0,217837.0,201439.0,76439.0,-133767.0,-155013.0,1,1
1597,1690909,2017-11-22,C,100000.0,,"Extended deadline date, and updated business plan.",500000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1
386,1691341,2016-12-08,C,50000.0,,,100000.0,2.0,350890.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
389,1691903,2016-12-12,C,100000.0,,,1000000.0,2.0,84560.0,0.0,82894.0,0.0,0.0,0.0,33784.0,0.0,0.0,0.0,-73274.0,0.0,1,1
390,1691905,2016-12-13,C,50000.0,,,1000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,832.0,0.0,0.0,0.0,-20832.0,0.0,1,0
391,1686552,2016-12-13,C,10000.0,,,1000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
393,1674384,2016-12-14,C,50000.0,,,100000.0,2.0,168720.0,177840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61143.0,-50593.0,1,0
677,1674384,2017-04-21,C,50000.0,,,100000.0,2.0,168720.0,177840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61143.0,-50593.0,2,0
394,1691774,2016-12-14,C,100000.0,,,500000.0,96.0,943308.0,981574.0,90830.0,103141.0,27846.0,26943.0,160970.0,172221.0,0.0,8968.0,386953.0,333455.0,1,1
395,1691881,2016-12-14,C,49999.9,,,499194.86,7.0,202262.0,113356.0,93773.0,45617.0,87343.0,64971.0,58718.0,44525.0,0.0,0.0,74713.0,68831.0,1,1
396,1690888,2016-12-15,C,49773.0,,,999972.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3573.0,0.0,0.0,0.0,-3639.0,0.0,1,1
1481,1690888,2017-11-06,C,25000.0,,,352000.0,0.0,185.0,0.0,185.0,0.0,0.0,0.0,287603.0,3573.0,0.0,0.0,-354345.0,-3639.0,2,0
405,1689299,2016-12-21,C,100000.0,,,1000000.0,5.0,203522.0,96631.0,5620.0,17184.0,23969.0,6446.0,638334.0,261662.0,0.0,0.0,-269781.0,-123086.0,1,1
407,1690794,2016-12-23,C,10000.0,,,200000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,45751.0,0.0,0.0,0.0,-17077.0,0.0,1,0
410,1692818,2016-12-23,C,500000.0,,,1000000.0,0.0,48883.0,0.0,0.0,0.0,0.0,0.0,3231.0,0.0,0.0,0.0,-3231.0,0.0,1,0
411,1684321,2016-12-27,C,500000.0,,,1000000.0,2.0,263795.0,181423.0,0.0,202000.0,200635.0,188917.0,79711.0,188917.0,0.0,0.0,-16507.0,-8424.0,1,1
414,1691594,2016-12-28,C,50001.0,,,999950.0,6.0,1725000.0,0.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
415,1693084,2016-12-28,C,50000.0,,,100000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
416,1690598,2016-12-29,C,50000.0,,,1000000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,103780.0,97453.0,0.0,0.0,-6327.0,-33793.0,1,1
418,1693411,2017-01-03,C,100000.0,,,400000.0,2.0,24980.0,0.0,24980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2854,1693411,2018-06-22,C,25000.0,,,650000.0,2.0,297694.0,79957.0,44031.0,30735.0,0.0,0.0,54115.0,3513.0,811842.0,257680.0,-387026.0,-261402.0,2,1
426,1478263,2017-01-04,C,100000.0,,Updated offering page and slide deck.,400000.0,2.0,24980.0,0.0,24980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
427,1691189,2017-01-05,C,100000.0,,,1000000.0,1.0,73857.0,0.0,26107.0,0.0,0.0,0.0,102000.0,0.0,0.0,0.0,0.0,0.0,1,0
431,1609889,2017-01-06,C,10000.0,"Sondors Electric Car Company offering closed on December 31, 2016 and will close on $1,000,000 in investment.",,100000.0,5.0,4657.0,3750.0,4657.0,3750.0,0.0,0.0,0.0,0.0,0.0,0.0,-38768.0,-20350.0,1,1
434,1694000,2017-01-09,C,19999.92,,,99999.6,3.0,720.0,5000.0,-6830.0,5000.0,0.0,0.0,0.0,0.0,149000.0,0.0,-155830.0,0.0,1,1
435,1694088,2017-01-11,C,25000.0,,,100000.0,5.0,231000.0,0.0,140000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
438,1691795,2017-01-12,C,10000.0,,,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
439,1691942,2017-01-13,C,100000.0,,,1000000.0,6.0,140732.0,107955.0,34873.0,44141.0,65635.0,57017.0,0.0,0.0,0.0,0.0,15267.0,101064.0,1,1
440,1676315,2017-01-13,C,100000.0,,,1000000.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70393.0,0.0,1,0
441,1693311,2017-01-13,C,100000.0,,,200000.0,6.0,231555.0,44910.0,223818.0,44910.0,0.0,0.0,0.0,0.0,0.0,0.0,-65772.0,-90.0,1,1
442,1694917,2017-01-17,C,150000.0,,,300000.0,2.0,100400.0,0.0,100400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1033.0,0.0,1,1
444,1693726,2017-01-17,C,100000.0,,,1000000.0,16.0,190244.0,236676.0,0.0,0.0,475.0,0.0,1995.0,6504.0,0.0,0.0,219055.03,66114.63,1,0
451,1695029,2017-01-18,C,10000.0,,,100000.0,3.0,266141.42,0.0,1400.0,0.0,0.0,0.0,21890.0,0.0,317640.0,0.0,0.0,0.0,1,0
452,1687706,2017-01-18,C,24993.42,,,999996.66,10.0,966727.0,1020397.0,29833.0,3180.0,0.0,0.0,2717460.0,2260666.0,1923673.0,1280010.0,-1154127.0,-672032.0,1,1
454,1694974,2017-01-19,C,50000.0,,,1000000.0,2.0,390171.0,0.0,42549.0,0.0,0.0,0.0,160000.0,0.0,0.0,0.0,-91749.0,0.0,1,1
455,1694994,2017-01-19,C,200000.0,,,500000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
853,1694994,2017-05-18,C,200000.0,,,880000.0,5.0,93670.0,0.0,42549.0,0.0,0.0,0.0,460000.0,0.0,0.0,0.0,-95680.0,0.0,2,0
456,1695121,2017-01-19,C,10000.0,,,100000.0,2.0,2806.09,0.0,2806.09,0.0,0.0,0.0,14000.0,0.0,0.0,0.0,-22424.0,0.0,1,0
458,1695333,2017-01-20,C,10000.0,,,100000.0,3.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
460,1693725,2017-01-20,C,30000.0,,,100000.0,3.0,250.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,1,0
461,1691201,2017-01-20,C,100000.0,,,500000.0,6.0,31330.0,21634.0,1989.0,21634.0,0.0,0.0,0.0,0.0,0.0,0.0,-38794.0,-866.0,1,0
462,1694085,2017-01-23,C,100000.0,,,1000000.0,8.0,13474.0,4294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32180.0,5571.0,1,0
468,1695082,2017-01-23,C,10000.0,,,100000.0,6.0,2333112.0,0.0,1114.0,0.0,748.0,0.0,38787.42,0.0,5000.0,0.0,0.0,0.0,1,0
467,1691877,2017-01-23,C,100000.0,,,400000.0,2.0,24980.0,0.0,24980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
470,1695166,2017-01-23,C,10000.0,,Updated disclosure regarding concurrent offering.,100000.0,0.0,354000.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,13000.0,9000.0,0.0,0.0,1,0
478,1695197,2017-01-25,C,50000.0,,,1000000.0,5.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
479,1695437,2017-01-25,C,158000.0,,,235000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
480,1688220,2017-01-25,C,10000.0,,,100000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
488,1661078,2017-01-26,C,25000.5,,,1000000.0,4.0,65412.0,0.0,52904.0,0.0,0.0,0.0,3820.0,0.0,0.0,0.0,-10708.0,0.0,1,0
490,1695244,2017-01-27,C,50000.0,,,500000.0,2.0,816.0,15150.0,816.0,15150.0,0.0,0.0,6168.0,572.0,0.0,0.0,-25066.0,14428.0,1,1
492,1693526,2017-01-30,C,50000.0,,,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
496,1692845,2017-01-30,C,25000.0,,,100000.0,5.0,42925.0,17957.0,10834.0,7767.0,11535.0,0.0,16363.0,11134.0,3800.0,3800.0,-15741.0,23.0,1,1
497,1664957,2017-01-31,C,50000.0,,,100000.0,7.0,422500.0,0.0,258220.0,0.0,21869.0,0.0,246684.0,0.0,1200000.0,0.0,-1041976.0,0.0,1,1
499,1695656,2017-02-01,C,350000.0,,,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
501,1695657,2017-02-02,C,250000.0,,,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
504,1676858,2017-02-02,C,100000.0,,,1000000.0,5.0,994147.0,149987.0,231923.0,149987.0,531365.0,0.0,0.0,0.0,0.0,0.0,-81392.0,-13.0,1,1
508,1599738,2017-02-03,C,250000.0,,,1000000.0,17.0,3950690.0,1893283.0,671617.0,467783.0,83252.0,72220.0,1100254.0,0.0,47954.0,0.0,-1932222.0,-732929.0,1,1
510,1696945,2017-02-06,C,50000.0,,,1000000.0,10.0,322210.0,34566.0,211048.0,13976.0,0.0,0.0,0.0,0.0,0.0,0.0,-54130.0,-69304.0,1,1
511,1696377,2017-02-06,C,10000.0,,,100000.0,4.0,143182.63,0.0,97232.53,0.0,0.0,0.0,538132.98,0.0,47666.67,0.0,-330955.95,0.0,1,0
512,1694011,2017-02-06,C,100000.0,,,500000.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
513,1696199,2017-02-06,C,50000.0,,,1000000.0,5.0,751000.0,325000.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
519,1697120,2017-02-08,C,50000.0,,,1000000.0,3.0,12842.0,5912.0,12056.0,5912.0,0.0,0.0,966.0,0.0,144294.0,13542.0,-123822.0,-7630.0,1,1
521,1697229,2017-02-08,C,10000.0,,,100000.0,1.0,0.0,0.0,14592.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
522,1693611,2017-02-08,C,49999.5,,,999999.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
526,1694334,2017-02-15,C,250000.0,,,900000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
529,1695847,2017-02-21,C,10003.0,,,997500.0,6.0,978106.0,0.0,242739.0,0.0,0.0,0.0,92752.0,0.0,901865.0,0.0,-649496.0,0.0,1,1
531,1691593,2017-02-21,C,25000.0,,,100000.0,3.0,1374.0,2174.0,1374.0,2174.0,0.0,0.0,54750.0,36150.0,0.0,500000.0,71555.0,-35641.0,1,1
534,1691258,2017-02-21,C,100000.0,,,1000000.0,1.0,452488.0,215193.0,196797.0,122632.0,242144.0,46312.0,47586.0,125109.0,0.0,0.0,-169035.77,-17196.37,1,0
535,1696618,2017-02-23,C,25000.0,,,350000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
536,1696993,2017-02-27,C,50000.0,,,500000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
539,1691477,2017-02-27,C,100000.0,,,1000000.0,4.0,14370.0,0.0,14370.0,0.0,0.0,0.0,0.0,0.0,70000.0,0.0,0.0,0.0,1,1
856,1691477,2017-05-18,C,20000.0,,,80000.0,4.0,14370.0,0.0,14370.0,0.0,0.0,0.0,70000.0,0.0,0.0,0.0,-56130.0,0.0,2,0
543,1696861,2017-03-01,C,400000.0,,,500000.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
545,1698872,2017-03-02,C,100000.0,,"Extended deadline date to June 1st, and updated business plan.",1000000.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
4192,1698872,2019-02-19,C,50050.0,,Uploading Offering Document as JPG,250250.0,3.0,587181.0,308323.0,-28707.0,-3434.0,29226.0,32430.0,56393.0,34208.0,1186005.0,250846.0,-697798.0,-207479.0,2,1
548,1699705,2017-03-06,C,50004.5,,,999999.0,23.0,4241696.0,3818683.0,2318230.0,2351296.0,483380.0,233544.0,9537.0,4938.0,1025567.0,16638.0,-764388.0,-590973.0,1,0
552,1699636,2017-03-07,C,20000.0,,,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
556,1682209,2017-03-08,C,50000.0,,Extending deadline to 03/25/2017,1000000.0,17.0,751996.0,955064.0,659439.0,441781.0,0.0,0.0,1004143.0,1092091.0,0.0,0.0,-115120.0,-64707.0,1,1
561,1695816,2017-03-09,C,100000.0,,,350000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
4129,1695816,2019-02-08,C,25000.0,,,107000.0,6.0,559683.59,317023.2,296733.11,271948.33,170305.83,4645.02,59839.19,21022.5,661906.25,546906.25,97742.19,-5254.14,2,1
562,1695370,2017-03-10,C,100000.0,,,200000.0,3.0,196092.0,155085.0,196092.0,155085.0,0.0,0.0,0.0,0.0,0.0,0.0,-49087.0,-5015.0,1,1
566,1699828,2017-03-13,C,1000000.0,,,1000000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
568,1700152,2017-03-14,C,9998.8,,,99999.2,5.0,72151.0,1179.0,71301.0,1179.0,0.0,0.0,0.0,0.0,450442.0,13863.0,-380076.0,-10793.0,1,1
569,1697699,2017-03-14,C,100000.0,,,600000.0,6.0,10675.0,3322.0,10675.0,3322.0,0.0,0.0,158687.0,6528.0,0.0,0.0,-144761.0,-20662.0,1,0
571,1695893,2017-03-15,C,10000.0,,,1000000.0,4.0,1133482.0,163143.0,317324.0,22313.0,22996.0,1040.0,581431.0,2901.0,613483.0,56271.0,-610992.02,-10703.0,1,0
572,1700782,2017-03-15,C,10000.0,,,100000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,339780.0,0.0,0.0,0.0,-340360.0,0.0,1,1
573,1698596,2017-03-15,C,21000.0,,,28000.0,1.0,2500.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
575,1697047,2017-03-16,C,50000.0,,,1000000.0,9.0,473067.0,399406.0,42849.0,32709.0,92916.0,66862.0,20000.0,0.0,175000.0,100000.0,-9376.0,-77756.0,1,1
576,1608695,2017-03-17,C,20000.0,,,100000.0,3.0,35791.0,58161.0,5032.0,4627.0,0.0,0.0,0.0,0.0,81325.0,0.0,-60423.0,2560.0,1,1
578,1699476,2017-03-17,C,50000.0,,,1000000.0,4.0,22573.0,0.0,22573.0,0.0,0.0,0.0,0.0,0.0,89900.0,0.0,-67327.0,0.0,1,0
1483,1699476,2017-11-06,C,9996.0,,,400008.0,1.0,22573.0,0.0,22573.0,0.0,0.0,0.0,0.0,0.0,89900.0,0.0,-67327.0,0.0,2,1
2112,1699476,2018-03-20,C,9989.68,,,164208.6,15.0,22573.0,0.0,22573.0,0.0,0.0,0.0,0.0,0.0,89900.0,0.0,-67327.0,0.0,3,1
581,1700529,2017-03-20,C,20000.0,,,100000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
580,1699129,2017-03-20,C,35000.0,,,100000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-161555.0,0.0,1,1
1752,1699129,2017-12-29,C,9999.78,,,67299.72,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0
584,1701370,2017-03-23,C,25000.0,,,200000.0,5.0,41696.0,17958.0,9297.0,7767.0,846.0,0.0,24323.0,14934.0,0.0,0.0,-21131.0,22.0,1,1
1551,1701370,2017-11-16,C,9999.99,,,99999.9,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8949.0,0.0,2,0
587,1699472,2017-03-24,C,50000.0,,,1000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
588,1701418,2017-03-27,C,25000.0,,,100000.0,2.0,71517.0,17766.0,360.0,990.0,68524.0,16776.0,16073.0,13774.0,0.0,0.0,-18137.0,-14876.0,1,0
590,1700829,2017-03-28,C,100000.0,,,1000000.0,9.0,214374.0,52782.0,169439.0,52782.0,100.0,0.0,0.0,0.0,0.0,0.0,-469318.0,-59207.0,1,1
591,1701254,2017-03-29,C,100000.0,,Adjusted the use of proceeds and the incorrectly populated CIK and CCC code.,1000000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
600,1700351,2017-03-31,C,50000.0,,,400000.0,3.0,616143.0,235797.0,337963.0,67266.0,0.0,0.0,0.0,0.0,0.0,0.0,-60940.0,-4445.0,1,1
602,1702419,2017-03-31,C,100000.0,,,1000000.0,3.0,55986.0,9514.0,55986.0,9514.0,0.0,0.0,151000.0,10000.0,0.0,0.0,-94528.0,-12836.0,1,1
605,1699630,2017-03-31,C,367500.0,,,490000.0,1.0,25000.0,0.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
607,1699630,2017-03-31,C,367500.0,,,490000.0,1.0,25000.0,0.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0
606,1639511,2017-03-31,C,499999.16,,,999999.26,11.0,392847.0,1054856.0,239141.0,998088.0,33974.0,0.0,4379000.0,2524051.0,0.0,0.0,-2965863.0,-1710846.0,1,1
3374,1639511,2018-09-20,C,250000.0,,,600000.0,8.0,563589.0,392847.0,283540.0,239141.0,46673.0,33974.0,7294707.0,5060773.0,0.0,0.0,-3183089.0,-2965863.0,2,0
610,1699829,2017-03-31,C,9999.85,,,99999.9,3.0,104.0,395.0,104.0,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
2076,1699829,2018-03-12,C,9999.85,,,378607.25,4.0,10789.0,4665.0,104.0,395.0,0.0,0.0,24206.0,6875.0,0.0,0.0,-11207.0,-2810.0,2,0
2803,1699829,2018-06-13,C,9999.85,,,350558.95,4.0,10789.0,4665.0,104.0,395.0,0.0,0.0,24206.0,6875.0,0.0,0.0,-11207.0,-2810.0,3,1
614,352956,2017-03-31,C,24993.42,,Corrected the End-Date of the campaign,999996.66,10.0,966727.0,1020397.0,29833.0,3180.0,0.0,0.0,2717460.0,2260666.0,1923673.0,1280010.0,-1154127.0,-672032.0,1,1
618,1702109,2017-04-03,C,100000.0,,,250000.0,4.0,171303.0,83667.0,88776.0,17687.0,0.0,0.0,249746.0,46267.0,343575.0,175303.0,-284267.0,-137903.0,1,1
619,1702784,2017-04-04,C,100000.0,,,600000.0,3.0,5738.0,13492.0,738.0,13492.0,0.0,0.0,10754.0,19575.0,0.0,0.0,1067.0,-59670.0,1,1
4964,1702784,2019-05-15,C,25000.0,,,535000.0,4.0,166892.0,273765.0,10462.0,154466.0,71564.0,51890.0,63040.0,22737.0,566819.0,566819.0,-185076.0,-295172.0,2,1
620,1698350,2017-04-04,C,100000.0,,,750000.0,3.0,5269.0,0.0,4889.0,0.0,0.0,0.0,5485.0,0.0,0.0,0.0,-35137.0,0.0,1,0
621,1700895,2017-04-04,C,150000.0,,,1000000.0,27.0,1986121.0,1197438.0,621396.0,95059.0,126413.0,114961.0,918818.0,246407.0,517823.0,609708.0,-17366.0,-309497.0,1,1
623,1702206,2017-04-04,C,100000.0,,Issuer is choosing to accept international investors and correct an incorrectly populated intermediary name,1000000.0,6.0,498583.0,308161.0,159519.0,160765.0,178098.0,12826.0,210911.0,109551.0,1117500.0,445000.0,-583438.0,-247240.0,1,1
627,1561299,2017-04-05,C,100000.0,,,1000000.0,9.0,524143.0,2701049.0,459822.0,2606532.0,0.0,35920.0,325475.0,1553665.0,7814739.0,5922773.0,-4461695.0,-7164702.0,1,0
