Funding_Success,OFFERINGAMOUNT,MAXIMUMOFFERINGAMOUNT,CURRENTEMPLOYEES,TOTALASSETMOSTRECENTFISCALYEAR,TOTALASSETPRIORFISCALYEAR,CASHEQUIMOSTRECENTFISCALYEAR,CASHEQUIPRIORFISCALYEAR,ACTRECEIVEDRECENTFISCALYEAR,ACTRECEIVEDPRIORFISCALYEAR,SHORTTERMDEBTMRECENTFISCALYEAR,SHORTTERMDEBTPRIORFISCALYEAR,LONGTERMDEBTRECENTFISCALYEAR,LONGTERMDEBTPRIORFISCALYEAR,NETINCOMEMOSTRECENTFISCALYEAR,NETINCOMEPRIORFISCALYEAR,Form_C_Number
1,100000.0,320000.0,4,104671.0,11177.0,102565.0,964.0,0.0,2098.0,35999.0,52763.0,150000.0,420000.0,-585625.0,-307204.0,2
0,100000.0,1000000.0,1,61284.0,84136.0,3746.0,25258.0,310.0,0.0,6275.0,21189.0,0.0,0.0,-226801.0,-242557.0,1
1,100000.0,1000000.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,125000.0,960000.0,4,392735.0,976.0,312211.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,-597246.0,-24.0,1
1,50000.0,750000.0,1,142891.0,110045.0,51953.0,11303.0,23813.0,3488.0,259450.0,217837.0,201439.0,76439.0,-133767.0,-155013.0,1
1,100000.0,500000.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0,50000.0,100000.0,2,350890.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,100000.0,1000000.0,2,84560.0,0.0,82894.0,0.0,0.0,0.0,33784.0,0.0,0.0,0.0,-73274.0,0.0,1
0,50000.0,1000000.0,1,0.0,0.0,0.0,0.0,0.0,0.0,832.0,0.0,0.0,0.0,-20832.0,0.0,1
1,10000.0,1000000.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,50000.0,100000.0,2,168720.0,177840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61143.0,-50593.0,1
0,50000.0,100000.0,2,168720.0,177840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61143.0,-50593.0,2
1,49999.9,499194.86,7,202262.0,113356.0,93773.0,45617.0,87343.0,64971.0,58718.0,44525.0,0.0,0.0,74713.0,68831.0,1
1,49773.0,999972.0,1,0.0,0.0,0.0,0.0,0.0,0.0,3573.0,0.0,0.0,0.0,-3639.0,0.0,1
0,25000.0,352000.0,0,185.0,0.0,185.0,0.0,0.0,0.0,287603.0,3573.0,0.0,0.0,-354345.0,-3639.0,2
1,100000.0,1000000.0,5,203522.0,96631.0,5620.0,17184.0,23969.0,6446.0,638334.0,261662.0,0.0,0.0,-269781.0,-123086.0,1
0,10000.0,200000.0,2,0.0,0.0,0.0,0.0,0.0,0.0,45751.0,0.0,0.0,0.0,-17077.0,0.0,1
0,500000.0,1000000.0,0,48883.0,0.0,0.0,0.0,0.0,0.0,3231.0,0.0,0.0,0.0,-3231.0,0.0,1
1,500000.0,1000000.0,2,263795.0,181423.0,0.0,202000.0,200635.0,188917.0,79711.0,188917.0,0.0,0.0,-16507.0,-8424.0,1
1,50001.0,999950.0,6,1725000.0,0.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,50000.0,100000.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,50000.0,1000000.0,5,0.0,0.0,0.0,0.0,0.0,0.0,103780.0,97453.0,0.0,0.0,-6327.0,-33793.0,1
1,100000.0,400000.0,2,24980.0,0.0,24980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,25000.0,650000.0,2,297694.0,79957.0,44031.0,30735.0,0.0,0.0,54115.0,3513.0,811842.0,257680.0,-387026.0,-261402.0,2
1,100000.0,400000.0,2,24980.0,0.0,24980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,100000.0,1000000.0,1,73857.0,0.0,26107.0,0.0,0.0,0.0,102000.0,0.0,0.0,0.0,0.0,0.0,1
1,10000.0,100000.0,5,4657.0,3750.0,4657.0,3750.0,0.0,0.0,0.0,0.0,0.0,0.0,-38768.0,-20350.0,1
1,19999.92,99999.6,3,720.0,5000.0,-6830.0,5000.0,0.0,0.0,0.0,0.0,149000.0,0.0,-155830.0,0.0,1
0,25000.0,100000.0,5,231000.0,0.0,140000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,10000.0,100000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,100000.0,1000000.0,6,140732.0,107955.0,34873.0,44141.0,65635.0,57017.0,0.0,0.0,0.0,0.0,15267.0,101064.0,1
0,100000.0,1000000.0,2,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70393.0,0.0,1
1,100000.0,200000.0,6,231555.0,44910.0,223818.0,44910.0,0.0,0.0,0.0,0.0,0.0,0.0,-65772.0,-90.0,1
1,150000.0,300000.0,2,100400.0,0.0,100400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1033.0,0.0,1
0,100000.0,1000000.0,16,190244.0,236676.0,0.0,0.0,475.0,0.0,1995.0,6504.0,0.0,0.0,219055.03,66114.63,1
0,10000.0,100000.0,3,266141.42,0.0,1400.0,0.0,0.0,0.0,21890.0,0.0,317640.0,0.0,0.0,0.0,1
1,24993.42,999996.66,10,966727.0,1020397.0,29833.0,3180.0,0.0,0.0,2717460.0,2260666.0,1923673.0,1280010.0,-1154127.0,-672032.0,1
1,50000.0,1000000.0,2,390171.0,0.0,42549.0,0.0,0.0,0.0,160000.0,0.0,0.0,0.0,-91749.0,0.0,1
1,200000.0,500000.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,200000.0,880000.0,5,93670.0,0.0,42549.0,0.0,0.0,0.0,460000.0,0.0,0.0,0.0,-95680.0,0.0,2
0,10000.0,100000.0,2,2806.09,0.0,2806.09,0.0,0.0,0.0,14000.0,0.0,0.0,0.0,-22424.0,0.0,1
0,10000.0,100000.0,3,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,30000.0,100000.0,3,250.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,1
0,100000.0,500000.0,6,31330.0,21634.0,1989.0,21634.0,0.0,0.0,0.0,0.0,0.0,0.0,-38794.0,-866.0,1
0,100000.0,1000000.0,8,13474.0,4294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32180.0,5571.0,1
0,10000.0,100000.0,6,2333112.0,0.0,1114.0,0.0,748.0,0.0,38787.42,0.0,5000.0,0.0,0.0,0.0,1
1,100000.0,400000.0,2,24980.0,0.0,24980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,10000.0,100000.0,0,354000.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,13000.0,9000.0,0.0,0.0,1
1,50000.0,1000000.0,5,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,158000.0,235000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,10000.0,100000.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,25000.5,1000000.0,4,65412.0,0.0,52904.0,0.0,0.0,0.0,3820.0,0.0,0.0,0.0,-10708.0,0.0,1
1,50000.0,500000.0,2,816.0,15150.0,816.0,15150.0,0.0,0.0,6168.0,572.0,0.0,0.0,-25066.0,14428.0,1
1,50000.0,500000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,25000.0,100000.0,5,42925.0,17957.0,10834.0,7767.0,11535.0,0.0,16363.0,11134.0,3800.0,3800.0,-15741.0,23.0,1
1,50000.0,100000.0,7,422500.0,0.0,258220.0,0.0,21869.0,0.0,246684.0,0.0,1200000.0,0.0,-1041976.0,0.0,1
1,350000.0,500000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,250000.0,1000000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,100000.0,1000000.0,5,994147.0,149987.0,231923.0,149987.0,531365.0,0.0,0.0,0.0,0.0,0.0,-81392.0,-13.0,1
1,250000.0,1000000.0,17,3950690.0,1893283.0,671617.0,467783.0,83252.0,72220.0,1100254.0,0.0,47954.0,0.0,-1932222.0,-732929.0,1
1,50000.0,1000000.0,10,322210.0,34566.0,211048.0,13976.0,0.0,0.0,0.0,0.0,0.0,0.0,-54130.0,-69304.0,1
0,10000.0,100000.0,4,143182.63,0.0,97232.53,0.0,0.0,0.0,538132.98,0.0,47666.67,0.0,-330955.95,0.0,1
1,100000.0,500000.0,0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,50000.0,1000000.0,5,751000.0,325000.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,50000.0,1000000.0,3,12842.0,5912.0,12056.0,5912.0,0.0,0.0,966.0,0.0,144294.0,13542.0,-123822.0,-7630.0,1
0,10000.0,100000.0,1,0.0,0.0,14592.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,49999.5,999999.75,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,250000.0,900000.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,10003.0,997500.0,6,978106.0,0.0,242739.0,0.0,0.0,0.0,92752.0,0.0,901865.0,0.0,-649496.0,0.0,1
1,25000.0,100000.0,3,1374.0,2174.0,1374.0,2174.0,0.0,0.0,54750.0,36150.0,0.0,500000.0,71555.0,-35641.0,1
0,100000.0,1000000.0,1,452488.0,215193.0,196797.0,122632.0,242144.0,46312.0,47586.0,125109.0,0.0,0.0,-169035.77,-17196.37,1
1,25000.0,350000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,50000.0,500000.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,100000.0,1000000.0,4,14370.0,0.0,14370.0,0.0,0.0,0.0,0.0,0.0,70000.0,0.0,0.0,0.0,1
0,20000.0,80000.0,4,14370.0,0.0,14370.0,0.0,0.0,0.0,70000.0,0.0,0.0,0.0,-56130.0,0.0,2
1,400000.0,500000.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,100000.0,1000000.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,50050.0,250250.0,3,587181.0,308323.0,-28707.0,-3434.0,29226.0,32430.0,56393.0,34208.0,1186005.0,250846.0,-697798.0,-207479.0,2
0,50004.5,999999.0,23,4241696.0,3818683.0,2318230.0,2351296.0,483380.0,233544.0,9537.0,4938.0,1025567.0,16638.0,-764388.0,-590973.0,1
1,20000.0,400000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,50000.0,1000000.0,17,751996.0,955064.0,659439.0,441781.0,0.0,0.0,1004143.0,1092091.0,0.0,0.0,-115120.0,-64707.0,1
1,100000.0,350000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,25000.0,107000.0,6,559683.59,317023.2,296733.11,271948.33,170305.83,4645.02,59839.19,21022.5,661906.25,546906.25,97742.19,-5254.14,2
1,100000.0,200000.0,3,196092.0,155085.0,196092.0,155085.0,0.0,0.0,0.0,0.0,0.0,0.0,-49087.0,-5015.0,1
1,1000000.0,1000000.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,9998.8,99999.2,5,72151.0,1179.0,71301.0,1179.0,0.0,0.0,0.0,0.0,450442.0,13863.0,-380076.0,-10793.0,1
0,100000.0,600000.0,6,10675.0,3322.0,10675.0,3322.0,0.0,0.0,158687.0,6528.0,0.0,0.0,-144761.0,-20662.0,1
0,10000.0,1000000.0,4,1133482.0,163143.0,317324.0,22313.0,22996.0,1040.0,581431.0,2901.0,613483.0,56271.0,-610992.02,-10703.0,1
1,10000.0,100000.0,2,0.0,0.0,0.0,0.0,0.0,0.0,339780.0,0.0,0.0,0.0,-340360.0,0.0,1
0,21000.0,28000.0,1,2500.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,50000.0,1000000.0,9,473067.0,399406.0,42849.0,32709.0,92916.0,66862.0,20000.0,0.0,175000.0,100000.0,-9376.0,-77756.0,1
1,20000.0,100000.0,3,35791.0,58161.0,5032.0,4627.0,0.0,0.0,0.0,0.0,81325.0,0.0,-60423.0,2560.0,1
0,50000.0,1000000.0,4,22573.0,0.0,22573.0,0.0,0.0,0.0,0.0,0.0,89900.0,0.0,-67327.0,0.0,1
1,9996.0,400008.0,1,22573.0,0.0,22573.0,0.0,0.0,0.0,0.0,0.0,89900.0,0.0,-67327.0,0.0,2
1,9989.68,164208.6,15,22573.0,0.0,22573.0,0.0,0.0,0.0,0.0,0.0,89900.0,0.0,-67327.0,0.0,3
0,20000.0,100000.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,35000.0,100000.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-161555.0,0.0,1
0,9999.78,67299.72,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1,25000.0,200000.0,5,41696.0,17958.0,9297.0,7767.0,846.0,0.0,24323.0,14934.0,0.0,0.0,-21131.0,22.0,1
0,9999.99,99999.9,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8949.0,0.0,2
0,50000.0,1000000.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,25000.0,100000.0,2,71517.0,17766.0,360.0,990.0,68524.0,16776.0,16073.0,13774.0,0.0,0.0,-18137.0,-14876.0,1
1,100000.0,1000000.0,9,214374.0,52782.0,169439.0,52782.0,100.0,0.0,0.0,0.0,0.0,0.0,-469318.0,-59207.0,1
1,100000.0,1000000.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,50000.0,400000.0,3,616143.0,235797.0,337963.0,67266.0,0.0,0.0,0.0,0.0,0.0,0.0,-60940.0,-4445.0,1
1,100000.0,1000000.0,3,55986.0,9514.0,55986.0,9514.0,0.0,0.0,151000.0,10000.0,0.0,0.0,-94528.0,-12836.0,1
0,367500.0,490000.0,1,25000.0,0.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,367500.0,490000.0,1,25000.0,0.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1,499999.16,999999.26,11,392847.0,1054856.0,239141.0,998088.0,33974.0,0.0,4379000.0,2524051.0,0.0,0.0,-2965863.0,-1710846.0,1
0,250000.0,600000.0,8,563589.0,392847.0,283540.0,239141.0,46673.0,33974.0,7294707.0,5060773.0,0.0,0.0,-3183089.0,-2965863.0,2
1,9999.85,99999.9,3,104.0,395.0,104.0,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,9999.85,378607.25,4,10789.0,4665.0,104.0,395.0,0.0,0.0,24206.0,6875.0,0.0,0.0,-11207.0,-2810.0,2
1,9999.85,350558.95,4,10789.0,4665.0,104.0,395.0,0.0,0.0,24206.0,6875.0,0.0,0.0,-11207.0,-2810.0,3
1,24993.42,999996.66,10,966727.0,1020397.0,29833.0,3180.0,0.0,0.0,2717460.0,2260666.0,1923673.0,1280010.0,-1154127.0,-672032.0,1
1,100000.0,250000.0,4,171303.0,83667.0,88776.0,17687.0,0.0,0.0,249746.0,46267.0,343575.0,175303.0,-284267.0,-137903.0,1
1,100000.0,600000.0,3,5738.0,13492.0,738.0,13492.0,0.0,0.0,10754.0,19575.0,0.0,0.0,1067.0,-59670.0,1
1,25000.0,535000.0,4,166892.0,273765.0,10462.0,154466.0,71564.0,51890.0,63040.0,22737.0,566819.0,566819.0,-185076.0,-295172.0,2
0,100000.0,750000.0,3,5269.0,0.0,4889.0,0.0,0.0,0.0,5485.0,0.0,0.0,0.0,-35137.0,0.0,1
1,150000.0,1000000.0,27,1986121.0,1197438.0,621396.0,95059.0,126413.0,114961.0,918818.0,246407.0,517823.0,609708.0,-17366.0,-309497.0,1
1,100000.0,1000000.0,6,498583.0,308161.0,159519.0,160765.0,178098.0,12826.0,210911.0,109551.0,1117500.0,445000.0,-583438.0,-247240.0,1
0,100000.0,1000000.0,9,524143.0,2701049.0,459822.0,2606532.0,0.0,35920.0,325475.0,1553665.0,7814739.0,5922773.0,-4461695.0,-7164702.0,1
1,350000.0,450000.0,4,695544.0,440144.0,51399.0,300273.0,0.0,0.0,1227.0,0.0,50000.0,0.0,-273004.0,-28891.0,1
0,450000.0,1000000.0,15,382925.0,343871.0,343995.0,341171.0,0.0,0.0,1667284.0,1290877.0,1142536.0,308125.0,-1171786.0,-1067340.0,1
1,100000.0,1000000.0,12,639884.0,265091.0,383756.0,263099.0,0.0,0.0,429249.0,61990.0,0.0,450000.0,-1382436.0,-266899.0,1
0,100000.0,1000000.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,100000.0,1000000.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1,9999.99,100000.03,4,2805171.18,2814062.0,5742.0,12233.88,0.0,0.0,0.0,0.0,0.0,0.0,-9118.77,-12410.27,3
0,100000.0,1000000.0,9,63093.0,0.0,44618.0,0.0,1560.0,0.0,283926.0,0.0,740000.0,0.0,-960833.0,0.0,1
1,300000.0,1000000.0,3,56151.0,0.0,0.0,0.0,0.0,0.0,124654.0,0.0,0.0,0.0,-68503.0,0.0,1
0,10000.0,100000.0,2,6304.0,0.0,3083.0,0.0,0.0,0.0,4392.0,0.0,0.0,0.0,1887.0,0.0,1
1,100000.0,1000000.0,4,180341.0,58505.0,150601.0,33182.0,500.0,2500.0,40312.0,29067.0,34096.0,0.0,-410572.0,-388039.0,1
0,100000.0,500000.0,5,36790.0,0.0,2460.0,0.0,16350.0,0.0,20692.0,0.0,61097.0,0.0,-45089.0,0.0,1
0,12000.0,24000.0,1,300110.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,12000.0,24000.0,1,300110.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0,60000.0,80000.0,8,56078.38000000001,68168.6,3213.02,12247.24,4100.0,400.0,76933.45,99233.5,16282.0,16282.0,10209.83,81174.72,1
0,100000.0,500000.0,1,11406.0,0.0,11406.0,0.0,0.0,0.0,70000.0,0.0,0.0,0.0,0.0,0.0,1
0,25000.0,100000.0,1,11406.0,0.0,11406.0,0.0,0.0,0.0,70000.0,0.0,0.0,0.0,0.0,0.0,2
1,100000.0,1000000.0,3,10350.0,11728.0,350.0,1728.0,0.0,0.0,0.0,7331.0,140438.0,140438.0,-33093.0,-17581.0,1
0,100000.0,1070000.0,2,155167.0,10350.0,41016.0,350.0,4563.0,0.0,22.0,0.0,142251.0,140438.0,-97051.0,-33093.0,2
1,9999.4,99999.1,1,696610.0,411424.0,160.0,334008.0,267886.0,0.0,124553.0,25547.0,300000.0,0.0,-548100.0,-65902.0,1
1,9996.48,534996.8,10,483629.0,130735.0,92147.0,160.0,67882.0,0.0,788420.0,995982.0,49477.0,325000.0,-728885.0,-1121053.0,2
0,100000.0,1000000.0,0,902778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,200000.0,1000000.0,3,1195.0,226.0,1195.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,-80591.0,-40774.0,1
1,10000.0,50000.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1,10000.0,100000.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,100000.0,308900.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0,100000.0,1000000.0,7,195985.0,171204.0,0.0,0.0,0.0,0.0,180742.0,180742.0,0.0,0.0,-96245.0,-81788.0,1
0,24997.0,999999.0,9,1118504.0,1193774.0,12883.0,79185.0,143720.0,121766.0,340537.0,333200.0,524472.0,645393.0,-37678.0,-25423.0,1
1,100000.0,500000.0,12,54212.0,113736.0,14620.0,113736.0,39152.0,0.0,53056.0,106925.0,15600.0,0.0,-71391.0,-9757.0,1
0,25000.0,535000.0,8,107350.0,54212.0,106910.0,14620.0,0.0,39152.0,99848.0,53056.0,177448.0,15600.0,-176351.0,-71391.0,2
1,100000.0,1000000.0,3,35728.0,0.0,35728.0,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,-14272.0,-100.0,1
1,100000.0,1000000.0,4,198958.0,35728.0,168865.0,35728.0,30093.0,0.0,34527.0,0.0,180530.0,50000.0,-1828.0,-14272.0,2
1,20000.0,100000.0,2,12461.0,35873.0,3877.0,27303.0,0.0,0.0,0.0,0.0,92150.0,63799.0,-102832.0,-48127.0,1
1,10000.0,100000.0,6,31972.0,11174.0,532.0,1770.0,0.0,0.0,0.0,0.0,44451.0,11342.0,-23311.0,-5968.0,1
0,50000.0,1000000.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,10000.0,100000.0,2,13414.0,13214.0,13414.0,13214.0,0.0,0.0,3800.0,3600.0,0.0,0.0,-36890.0,-31107.0,1
1,200000.11,1000000.0,12,798753.0,311395.0,697308.0,303379.0,63900.0,0.0,22061.0,1877.0,70062.0,0.0,-581094.0,-1234191.0,1
1,50000.0,1000000.0,4,205993.0,321426.0,36975.0,60110.0,0.0,0.0,18264.0,14125.0,150000.0,150000.0,-267072.0,-233914.0,1
1,100000.0,1000000.0,10,32742.16,83959.59,6174.72,57392.15,2952.0,2952.0,2325048.33,2338802.17,606045.5,573545.5,-66711.73,-71050.73,1
1,10000.0,107000.0,4,2519.0,989.0,404.0,989.0,0.0,0.0,0.0,0.0,0.0,0.0,-160565.78,-26519.92,2
1,40000.0,95000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,100100.0,1000000.0,10,1086672.0,16843.0,857998.0,4327.0,0.0,0.0,13455.0,0.0,120979.0,12663.0,-251942.0,2385.0,1
0,220000.0,1000000.0,12,2.1276644E7,2.0785028E7,146809.0,60149.0,31035.0,0.0,169329.0,168011.0,2304137.0,1094892.0,-2978447.0,-2313241.0,1
1,10000.0,99999.5,1,0.0,7920.0,0.0,7848.0,0.0,0.0,363450.0,358450.0,0.0,0.0,-46876.0,-124755.0,1
0,250000.0,1000000.0,7,362548.0,937312.0,53564.0,609353.0,5930.0,930.0,136483.0,90796.0,2563000.0,2063000.0,-1352144.0,-1829305.0,1
1,100000.0,1000000.0,5,203522.0,96631.0,5620.0,17184.0,23969.0,6446.0,638334.0,261662.0,0.0,0.0,-269781.0,-123086.0,1
1,100000.0,1070000.0,31,3112269.0,3965530.0,66222.0,64892.0,290062.0,204952.0,2123810.0,978856.0,5403164.0,4849807.0,-3492801.0,-4728585.0,2
0,10000.0,1070000.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0,50000.0,500000.0,4,282939.0,0.0,2939.0,0.0,0.0,0.0,2855.0,0.0,206133.0,0.0,-91049.0,0.0,1
0,100000.0,1000000.0,37,3965530.0,4840001.0,64892.0,100651.0,204952.0,240679.0,978856.0,668799.0,4849807.0,1312901.0,-4728585.0,1380601.0,1
1,50000.0,1000000.0,5,0.0,0.0,0.0,0.0,0.0,0.0,103780.0,97453.0,0.0,0.0,-6327.0,-33793.0,1
1,9999.4,399160.0,3,46062.0,0.0,30792.0,0.0,12270.0,0.0,100000.0,0.0,0.0,0.0,-66389.0,0.0,1
0,200000.0,1000000.0,6,21354.0,33833.0,21354.0,33833.0,0.0,0.0,0.0,0.0,276411.0,179900.0,-112480.0,-141909.0,1
0,10000.0,100000.0,0,9521.0,9438.0,34.0,26.0,0.0,0.0,0.0,0.0,40000.0,18400.0,-8943.0,0.0,1
0,10000.0,100000.0,5,341971.0,391527.0,124253.0,316869.0,58176.0,0.0,0.0,0.0,0.0,0.0,-759364.0,-199207.0,1
1,100000.0,1000000.0,8,41605.0,19048.0,3596.0,19048.0,0.0,0.0,568723.0,207247.0,0.0,0.0,-335228.0,-236992.0,1
0,60000.0,1000000.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,75000.0,1000000.0,1,5000.0,0.0,5000.0,0.0,0.0,0.0,6050.0,0.0,0.0,0.0,-12100.0,0.0,1
1,40000.0,500000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12160.0,0.0,6160.0,0.0,-18670.0,0.0,1
1,25000.0,448000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,12160.0,0.0,6160.0,0.0,-18670.0,0.0,2
1,10000.0,100000.0,1,0.0,0.0,0.0,0.0,0.0,0.0,7302.29,0.0,0.0,0.0,-7302.29,-31000.0,1
0,25000.0,100000.0,1,8920.0,22826.0,82.0,1146.0,0.0,0.0,11182.0,50051.0,57259.0,116204.0,-2868.0,18647.0,1
1,100000.0,1000000.0,7,620604.0,684579.0,201582.0,566683.0,27785.0,0.0,635143.0,674366.0,0.0,0.0,48165.0,-21441.0,1
0,25000.0,100000.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,49999.95,99999.9,15,487192.46,493695.93,71767.46,365647.59,0.0,0.0,0.0,0.0,0.0,0.0,-258527.79,-119436.59,1
1,50000.0,100000.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,100000.0,500000.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-540.0,0.0,1
1,50000.0,1000000.0,6,144818.0,77210.0,144161.0,77210.0,657.0,0.0,144806.0,55052.0,1622253.0,1471821.0,-172577.0,-688838.0,1
1,9999.99,99999.9,4,11500.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,70300.0,0.0,-71600.0,0.0,1
1,9999.0,106998.0,3,11500.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,78000.0,0.0,-78775.0,0.0,2
0,50000.0,100000.0,4,313913.0,0.0,311224.0,0.0,0.0,0.0,29926.0,0.0,242980.0,0.0,-114473.0,0.0,1
1,10000.0,100000.0,3,238131.0,92487.0,11158.0,44252.0,0.0,0.0,3193.0,12462.0,185000.0,75000.0,0.0,0.0,1
