ACCESSION_NUMBER	ID	ISSUEJURISDICTIONSECUROFFERING
0001684321-16-000003	53	A0
0001684321-16-000003	54	A1
0001684321-16-000003	55	A2
0001684321-16-000003	56	A3
0001684321-16-000003	57	A4
0001684321-16-000003	58	A5
0001684321-16-000003	59	A6
0001684321-16-000003	60	A7
0001684321-16-000003	61	A8
0001684321-16-000003	64	Z4
0001684321-16-000001	40	PR
0001684321-16-000001	41	RI
0001684321-16-000001	42	SC
0001684321-16-000001	43	SD
0001684321-16-000001	44	TN
0001684321-16-000001	45	TX
0001684321-16-000001	46	UT
0001684321-16-000001	47	VT
0001684321-16-000001	48	VA
0001684321-16-000001	49	WA
0001684321-16-000001	50	WV
0001684321-16-000001	51	WI
0001684321-16-000001	52	WY
0001684321-16-000001	53	A0
0001684321-16-000001	54	A1
0001684321-16-000001	55	A2
0001684321-16-000001	56	A3
0001684321-16-000001	57	A4
0001684321-16-000001	58	A5
0001684321-16-000001	59	A6
0001684321-16-000001	60	A7
0001684321-16-000001	61	A8
0001684321-16-000001	62	A9
0001684321-16-000001	63	B0
0001684321-16-000001	64	Z4
0001684321-16-000001	1	AL
0001684321-16-000001	2	AK
0001684321-16-000001	3	AZ
0001684321-16-000001	4	AR
0001684321-16-000001	5	CA
0001684321-16-000001	6	CO
0001684321-16-000001	7	CT
0001684321-16-000001	8	DE
0001684321-16-000001	9	DC
0001684321-16-000001	10	FL
0001684321-16-000001	11	GA
0001684321-16-000001	12	HI
0001684321-16-000001	13	ID
0001684321-16-000001	14	IL
0001684321-16-000001	15	IN
0001684321-16-000001	16	IA
0001684321-16-000001	17	KS
0001684321-16-000001	18	KY
0001684321-16-000001	19	LA
0001684321-16-000001	20	ME
0001684321-16-000001	21	MD
0001684321-16-000001	22	MA
0001684321-16-000001	23	MI
0001684321-16-000001	24	MN
0001684321-16-000001	25	MS
0001684321-16-000001	26	MO
0001684321-16-000001	27	MT
0001684321-16-000001	28	NE
0001684321-16-000001	29	NV
0001684321-16-000001	30	NH
0001684321-16-000001	31	NJ
0001684321-16-000001	32	NM
0001684321-16-000001	33	NY
0001684321-16-000001	34	NC
0001684321-16-000001	35	ND
0001684321-16-000001	36	OH
0001684321-16-000001	37	OK
0001684321-16-000001	38	OR
0001684321-16-000001	39	PA
0001692818-16-000003	11	GA
0001692818-16-000003	10	FL
0001692818-16-000003	13	ID
0001692818-16-000003	14	IL
0001692818-16-000003	15	IN
0001692818-16-000003	16	IA
0001692818-16-000003	17	KS
0001692818-16-000003	18	KY
0001692818-16-000003	19	LA
0001692818-16-000003	20	ME
0001692818-16-000003	21	MD
0001692818-16-000003	22	MA
0001692818-16-000003	23	MI
0001692818-16-000003	24	MN
0001692818-16-000003	25	MS
0001692818-16-000003	26	MO
0001692818-16-000003	27	MT
0001692818-16-000003	28	NE
0001692818-16-000003	29	NV
0001692818-16-000003	30	NH
0001692818-16-000003	31	NJ
0001692818-16-000003	32	NM
0001692818-16-000003	33	NY
0001692818-16-000003	34	NC
0001692818-16-000003	35	ND
0001692818-16-000003	36	OH
0001692818-16-000003	37	OK
0001692818-16-000003	38	OR
0001692818-16-000003	39	PA
0001692818-16-000003	40	PR
0001692818-16-000003	41	RI
0001692818-16-000003	42	SC
0001692818-16-000003	43	SD
0001692818-16-000003	44	TN
0001692818-16-000003	45	TX
0001692818-16-000003	46	UT
0001692818-16-000003	47	VT
0001692818-16-000003	48	VA
0001692818-16-000003	49	WA
0001692818-16-000003	50	WV
0001692818-16-000003	51	WI
0001692818-16-000003	52	WY
0001692818-16-000003	53	A0
0001692818-16-000003	54	A1
0001692818-16-000003	55	A2
0001692818-16-000003	56	A3
0001692818-16-000003	57	A4
0001692818-16-000003	58	A5
0001692818-16-000003	59	A6
0001692818-16-000003	60	A7
0001692818-16-000003	61	A8
0001692818-16-000003	62	A9
0001692818-16-000003	63	B0
0001692818-16-000003	64	Z4
0001692818-16-000003	1	AL
0001692818-16-000003	2	AK
0001692818-16-000003	3	AZ
0001692818-16-000003	4	AR
0001692818-16-000003	5	CA
0001692818-16-000003	6	CO
0001692818-16-000003	7	CT
0001692818-16-000003	8	DE
0001692818-16-000003	9	DC
0001692818-16-000003	12	HI
0001669191-16-000083	45	UT
0001669191-16-000083	46	VT
0001669191-16-000083	47	VA
0001669191-16-000083	48	WA
0001669191-16-000083	49	WV
0001669191-16-000083	50	WI
0001669191-16-000083	51	WY
0001669191-16-000083	52	B5
0001669191-16-000083	53	GU
0001669191-16-000083	54	1V
0001669191-16-000083	55	PR
0001669191-16-000083	56	VI
0001669191-16-000083	1	AL
0001669191-16-000083	2	AK
0001669191-16-000083	3	AZ
0001669191-16-000083	4	AR
0001669191-16-000083	5	CA
0001669191-16-000083	6	CO
0001669191-16-000083	7	CT
0001669191-16-000083	8	DE
0001669191-16-000083	9	DC
0001669191-16-000083	10	FL
0001669191-16-000083	11	GA
0001669191-16-000083	12	HI
0001669191-16-000083	13	ID
0001669191-16-000083	14	IL
0001669191-16-000083	15	IN
0001669191-16-000083	16	IA
0001669191-16-000083	17	KS
0001669191-16-000083	18	KY
0001669191-16-000083	19	LA
0001669191-16-000083	20	ME
0001669191-16-000083	21	MD
0001669191-16-000083	22	MA
0001669191-16-000083	23	MI
0001669191-16-000083	24	MN
0001669191-16-000083	25	MS
0001669191-16-000083	26	MO
0001669191-16-000083	27	MT
0001669191-16-000083	28	NE
0001669191-16-000083	29	NV
0001669191-16-000083	30	NH
0001669191-16-000083	31	NJ
0001669191-16-000083	32	NM
0001669191-16-000083	33	NY
0001669191-16-000083	34	NC
0001669191-16-000083	35	ND
0001669191-16-000083	36	OH
0001669191-16-000083	37	OK
0001669191-16-000083	38	OR
0001669191-16-000083	39	PA
0001669191-16-000083	40	RI
0001669191-16-000083	41	SC
0001669191-16-000083	42	SD
0001669191-16-000083	43	TN
0001669191-16-000083	44	TX
0001213900-16-019667	3	AZ
0001213900-16-019667	2	AK
0001213900-16-019667	5	CA
0001213900-16-019667	6	CO
0001213900-16-019667	7	CT
0001213900-16-019667	8	DE
0001213900-16-019667	9	DC
0001213900-16-019667	10	FL
0001213900-16-019667	11	GA
0001213900-16-019667	12	HI
0001213900-16-019667	13	ID
0001213900-16-019667	14	IL
0001213900-16-019667	15	IN
0001213900-16-019667	16	IA
0001213900-16-019667	17	KS
0001213900-16-019667	18	KY
0001213900-16-019667	19	LA
0001213900-16-019667	20	ME
0001213900-16-019667	21	MD
0001213900-16-019667	22	MA
0001213900-16-019667	23	MI
0001213900-16-019667	24	MN
0001213900-16-019667	25	MS
0001213900-16-019667	26	MO
0001213900-16-019667	27	MT
0001213900-16-019667	28	NE
0001213900-16-019667	29	NV
0001213900-16-019667	30	NH
0001213900-16-019667	31	NJ
0001213900-16-019667	32	NM
0001213900-16-019667	33	NY
0001213900-16-019667	34	NC
0001213900-16-019667	35	ND
0001213900-16-019667	36	OH
0001213900-16-019667	37	OK
0001213900-16-019667	38	OR
0001213900-16-019667	39	PA
0001213900-16-019667	40	PR
0001213900-16-019667	41	RI
0001213900-16-019667	42	SC
0001213900-16-019667	43	SD
0001213900-16-019667	44	TN
0001213900-16-019667	45	TX
0001213900-16-019667	46	UT
0001213900-16-019667	47	VT
0001213900-16-019667	48	VA
0001213900-16-019667	49	WA
0001213900-16-019667	50	WV
0001213900-16-019667	51	WI
0001213900-16-019667	52	WY
0001213900-16-019667	53	A0
0001213900-16-019667	54	A1
0001213900-16-019667	55	A2
0001213900-16-019667	56	A3
0001213900-16-019667	57	A4
0001213900-16-019667	58	A5
0001213900-16-019667	59	A6
0001213900-16-019667	60	A7
0001213900-16-019667	61	A8
0001213900-16-019667	62	A9
0001213900-16-019667	63	B0
0001213900-16-019667	64	Z4
0001213900-16-019667	1	AL
0001213900-16-019667	4	AR
0001690794-16-000001	3	AZ
0001690794-16-000001	2	AK
0001690794-16-000001	5	CA
0001690794-16-000001	6	CO
0001690794-16-000001	7	CT
0001690794-16-000001	8	DE
0001690794-16-000001	9	DC
0001690794-16-000001	10	FL
0001690794-16-000001	11	GA
0001690794-16-000001	12	HI
0001690794-16-000001	13	ID
0001690794-16-000001	14	IL
0001690794-16-000001	25	MS
0001690794-16-000001	26	MO
0001690794-16-000001	27	MT
0001690794-16-000001	28	NE
0001690794-16-000001	29	NV
0001690794-16-000001	30	NH
0001690794-16-000001	31	NJ
0001690794-16-000001	32	NM
0001690794-16-000001	33	NY
0001690794-16-000001	34	NC
0001690794-16-000001	35	ND
0001690794-16-000001	36	OH
0001690794-16-000001	37	OK
0001690794-16-000001	38	OR
0001690794-16-000001	39	PA
0001690794-16-000001	40	PR
0001690794-16-000001	41	RI
0001690794-16-000001	42	SC
0001690794-16-000001	43	SD
0001690794-16-000001	44	TN
0001690794-16-000001	45	TX
0001690794-16-000001	46	UT
0001690794-16-000001	47	VT
0001690794-16-000001	48	VA
0001690794-16-000001	49	WA
0001690794-16-000001	50	WV
0001690794-16-000001	51	WI
0001690794-16-000001	52	WY
0001690794-16-000001	53	A0
0001690794-16-000001	54	A1
0001690794-16-000001	55	A2
0001690794-16-000001	56	A3
0001690794-16-000001	57	A4
0001690794-16-000001	58	A5
0001690794-16-000001	59	A6
0001690794-16-000001	60	A7
0001690794-16-000001	61	A8
0001690794-16-000001	62	A9
0001690794-16-000001	63	B0
0001690794-16-000001	64	Z4
0001690794-16-000001	15	IN
0001690794-16-000001	16	IA
0001690794-16-000001	23	MI
0001690794-16-000001	24	MN
0001690794-16-000001	17	KS
0001690794-16-000001	18	KY
0001690794-16-000001	19	LA
0001690794-16-000001	20	ME
0001690794-16-000001	21	MD
0001690794-16-000001	22	MA
0001690794-16-000001	1	AL
0001690794-16-000001	4	AR
0001611945-16-000005	34	NC
0001611945-16-000005	33	NY
0001611945-16-000005	36	OH
0001611945-16-000005	37	OK
0001611945-16-000005	38	OR
0001611945-16-000005	39	PA
0001611945-16-000005	40	PR
0001611945-16-000005	41	RI
0001611945-16-000005	42	SC
0001611945-16-000005	43	SD
0001611945-16-000005	44	TN
0001611945-16-000005	45	TX
0001611945-16-000005	46	UT
0001611945-16-000005	47	VT
0001611945-16-000005	48	VA
0001611945-16-000005	49	WA
0001611945-16-000005	50	WV
0001611945-16-000005	51	WI
0001611945-16-000005	52	WY
0001611945-16-000005	1	AL
0001611945-16-000005	2	AK
0001611945-16-000005	3	AZ
0001611945-16-000005	4	AR
0001611945-16-000005	5	CA
0001611945-16-000005	6	CO
0001611945-16-000005	7	CT
0001611945-16-000005	8	DE
0001611945-16-000005	9	DC
0001611945-16-000005	10	FL
0001611945-16-000005	11	GA
0001611945-16-000005	12	HI
0001611945-16-000005	13	ID
0001611945-16-000005	14	IL
0001611945-16-000005	15	IN
0001611945-16-000005	16	IA
0001611945-16-000005	17	KS
0001611945-16-000005	18	KY
0001611945-16-000005	19	LA
0001611945-16-000005	20	ME
0001611945-16-000005	21	MD
0001611945-16-000005	22	MA
0001611945-16-000005	23	MI
0001611945-16-000005	24	MN
0001611945-16-000005	25	MS
0001611945-16-000005	26	MO
0001611945-16-000005	27	MT
0001611945-16-000005	28	NE
0001611945-16-000005	29	NV
0001611945-16-000005	30	NH
0001611945-16-000005	31	NJ
0001611945-16-000005	32	NM
0001611945-16-000005	35	ND
0001670254-16-000236	1	AL
0001670254-16-000236	56	1V
0001670254-16-000236	3	AZ
0001670254-16-000236	4	AR
0001670254-16-000236	5	CA
0001670254-16-000236	6	CO
0001670254-16-000236	7	CT
0001670254-16-000236	8	DE
0001670254-16-000236	9	DC
0001670254-16-000236	10	FL
0001670254-16-000236	11	GA
0001670254-16-000236	12	HI
0001670254-16-000236	13	ID
0001670254-16-000236	14	IL
0001670254-16-000236	15	IN
0001670254-16-000236	16	IA
0001670254-16-000236	17	KS
0001670254-16-000236	18	KY
0001670254-16-000236	19	LA
0001670254-16-000236	20	ME
0001670254-16-000236	21	MD
0001670254-16-000236	22	MA
0001670254-16-000236	23	MI
0001670254-16-000236	24	MN
0001670254-16-000236	25	MS
0001670254-16-000236	26	MO
0001670254-16-000236	27	MT
0001670254-16-000236	28	NE
0001670254-16-000236	29	NV
0001670254-16-000236	30	NH
0001670254-16-000236	31	NJ
0001670254-16-000236	32	NM
0001670254-16-000236	33	NY
0001670254-16-000236	34	NC
0001670254-16-000236	35	ND
0001670254-16-000236	36	OH
0001670254-16-000236	37	OK
0001670254-16-000236	38	OR
0001670254-16-000236	39	PA
0001670254-16-000236	40	RI
0001670254-16-000236	41	SC
0001670254-16-000236	42	SD
0001670254-16-000236	43	TN
0001670254-16-000236	44	TX
0001670254-16-000236	45	UT
0001670254-16-000236	46	VT
0001670254-16-000236	47	VA
0001670254-16-000236	48	WA
0001670254-16-000236	49	WV
0001670254-16-000236	50	WI
0001670254-16-000236	51	WY
0001670254-16-000236	52	B5
0001670254-16-000236	53	GU
0001670254-16-000236	54	PR
0001670254-16-000236	55	VI
0001670254-16-000236	2	AK
0001670254-16-000235	5	CA
0001670254-16-000235	4	AR
0001670254-16-000235	7	CT
0001670254-16-000235	8	DE
0001670254-16-000235	9	DC
0001670254-16-000235	10	FL
0001670254-16-000235	11	GA
0001670254-16-000235	12	HI
0001670254-16-000235	13	ID
0001670254-16-000235	14	IL
0001670254-16-000235	15	IN
0001670254-16-000235	16	IA
0001670254-16-000235	17	KS
0001670254-16-000235	18	KY
0001670254-16-000235	19	LA
0001670254-16-000235	20	ME
0001670254-16-000235	21	MD
0001670254-16-000235	22	MA
0001670254-16-000235	23	MI
0001670254-16-000235	24	MN
0001670254-16-000235	25	MS
0001670254-16-000235	26	MO
0001670254-16-000235	27	MT
0001670254-16-000235	28	NE
0001670254-16-000235	29	NV
0001670254-16-000235	30	NH
0001670254-16-000235	31	NJ
0001670254-16-000235	32	NM
0001670254-16-000235	33	NY
0001670254-16-000235	34	NC
0001670254-16-000235	35	ND
0001670254-16-000235	36	OH
0001670254-16-000235	37	OK
0001670254-16-000235	38	OR
0001670254-16-000235	39	PA
0001670254-16-000235	40	RI
0001670254-16-000235	41	SC
0001670254-16-000235	42	SD
0001670254-16-000235	43	TN
0001670254-16-000235	44	TX
0001670254-16-000235	45	UT
0001670254-16-000235	46	VT
0001670254-16-000235	47	VA
0001670254-16-000235	48	WA
0001670254-16-000235	49	WV
0001670254-16-000235	50	WI
0001670254-16-000235	51	WY
0001670254-16-000235	52	B5
0001670254-16-000235	53	GU
0001670254-16-000235	54	PR
0001670254-16-000235	55	VI
0001670254-16-000235	56	1V
0001670254-16-000235	1	AL
0001670254-16-000235	2	AK
0001670254-16-000235	3	AZ
0001670254-16-000235	6	CO
0001677843-16-000003	15	IN
0001677843-16-000003	8	DE
0001677843-16-000003	17	KS
0001677843-16-000003	18	KY
0001677843-16-000003	19	LA
0001677843-16-000003	20	ME
0001677843-16-000003	21	MD
0001677843-16-000003	22	MA
0001677843-16-000003	23	MI
0001677843-16-000003	24	MN
0001677843-16-000003	25	MS
0001677843-16-000003	26	MO
0001677843-16-000003	27	MT
0001677843-16-000003	28	NE
0001677843-16-000003	29	NV
0001677843-16-000003	30	NH
0001677843-16-000003	31	NJ
0001677843-16-000003	32	NM
0001677843-16-000003	33	NY
0001677843-16-000003	34	NC
0001677843-16-000003	35	ND
0001677843-16-000003	9	DC
0001677843-16-000003	10	FL
0001677843-16-000003	11	GA
0001677843-16-000003	12	HI
0001677843-16-000003	13	ID
0001677843-16-000003	14	IL
0001677843-16-000003	36	OH
0001677843-16-000003	37	OK
0001677843-16-000003	38	OR
0001677843-16-000003	39	PA
0001677843-16-000003	40	PR
0001677843-16-000003	41	RI
0001677843-16-000003	42	SC
0001677843-16-000003	43	SD
0001677843-16-000003	44	TN
0001677843-16-000003	45	TX
0001677843-16-000003	46	UT
0001677843-16-000003	47	VT
0001677843-16-000003	48	VA
0001677843-16-000003	49	WA
0001677843-16-000003	50	WV
0001677843-16-000003	51	WI
0001677843-16-000003	52	WY
0001677843-16-000003	53	A0
0001677843-16-000003	54	A1
0001677843-16-000003	55	A2
0001677843-16-000003	56	A3
0001677843-16-000003	57	A4
0001677843-16-000003	58	A5
0001677843-16-000003	59	A6
0001677843-16-000003	60	A7
0001677843-16-000003	61	A8
0001677843-16-000003	62	A9
0001677843-16-000003	63	B0
0001677843-16-000003	64	Z4
0001677843-16-000003	1	AL
0001677843-16-000003	2	AK
0001677843-16-000003	3	AZ
0001677843-16-000003	4	AR
0001677843-16-000003	5	CA
0001677843-16-000003	6	CO
0001677843-16-000003	7	CT
0001677843-16-000003	16	IA
0001670254-16-000232	13	ID
0001670254-16-000232	14	IL
0001670254-16-000232	15	IN
0001670254-16-000232	16	IA
0001670254-16-000232	17	KS
0001670254-16-000232	18	KY
0001670254-16-000232	19	LA
0001670254-16-000232	20	ME
0001670254-16-000232	21	MD
0001670254-16-000232	22	MA
0001670254-16-000232	23	MI
0001670254-16-000232	46	VT
0001670254-16-000232	47	VA
0001670254-16-000232	48	WA
0001670254-16-000232	49	WV
0001670254-16-000232	50	WI
0001670254-16-000232	51	WY
0001670254-16-000232	52	B5
0001670254-16-000232	53	GU
0001670254-16-000232	54	PR
0001670254-16-000232	55	VI
0001670254-16-000232	56	1V
0001670254-16-000232	24	MN
0001670254-16-000232	25	MS
0001670254-16-000232	26	MO
0001670254-16-000232	27	MT
0001670254-16-000232	28	NE
0001670254-16-000232	29	NV
0001670254-16-000232	30	NH
0001670254-16-000232	31	NJ
0001670254-16-000232	32	NM
0001670254-16-000232	33	NY
0001670254-16-000232	34	NC
0001670254-16-000232	35	ND
0001670254-16-000232	36	OH
0001670254-16-000232	37	OK
0001670254-16-000232	38	OR
0001670254-16-000232	39	PA
0001670254-16-000232	40	RI
0001670254-16-000232	41	SC
0001670254-16-000232	42	SD
0001670254-16-000232	43	TN
0001670254-16-000232	44	TX
0001670254-16-000232	45	UT
0001670254-16-000232	1	AL
0001670254-16-000232	2	AK
0001670254-16-000232	3	AZ
0001670254-16-000232	4	AR
0001670254-16-000232	5	CA
0001670254-16-000232	6	CO
0001670254-16-000232	7	CT
0001670254-16-000232	8	DE
0001670254-16-000232	9	DC
0001670254-16-000232	10	FL
0001670254-16-000232	11	GA
0001670254-16-000232	12	HI
0001670254-16-000234	9	DC
0001670254-16-000234	10	FL
0001670254-16-000234	11	GA
0001670254-16-000234	12	HI
0001670254-16-000234	13	ID
0001670254-16-000234	14	IL
0001670254-16-000234	15	IN
0001670254-16-000234	16	IA
0001670254-16-000234	17	KS
0001670254-16-000234	18	KY
0001670254-16-000234	19	LA
0001670254-16-000234	20	ME
0001670254-16-000234	21	MD
0001670254-16-000234	22	MA
0001670254-16-000234	23	MI
0001670254-16-000234	24	MN
0001670254-16-000234	25	MS
0001670254-16-000234	26	MO
0001670254-16-000234	1	AL
0001670254-16-000234	2	AK
0001670254-16-000234	3	AZ
0001670254-16-000234	4	AR
0001670254-16-000234	5	CA
0001670254-16-000234	6	CO
0001670254-16-000234	7	CT
0001670254-16-000234	8	DE
0001670254-16-000234	27	MT
0001670254-16-000234	28	NE
0001670254-16-000234	29	NV
0001670254-16-000234	30	NH
0001670254-16-000234	31	NJ
0001670254-16-000234	32	NM
0001670254-16-000234	33	NY
0001670254-16-000234	34	NC
0001670254-16-000234	35	ND
0001670254-16-000234	36	OH
0001670254-16-000234	37	OK
0001670254-16-000234	38	OR
0001670254-16-000234	39	PA
0001670254-16-000234	40	RI
0001670254-16-000234	41	SC
0001670254-16-000234	42	SD
0001670254-16-000234	43	TN
0001670254-16-000234	44	TX
0001670254-16-000234	45	UT
0001670254-16-000234	46	VT
0001670254-16-000234	47	VA
0001670254-16-000234	48	WA
0001670254-16-000234	49	WV
0001670254-16-000234	50	WI
0001670254-16-000234	51	WY
0001670254-16-000234	52	B5
0001670254-16-000234	53	GU
0001670254-16-000234	54	PR
0001670254-16-000234	55	VI
0001670254-16-000234	56	1V
0001665160-16-000175	10	FL
0001665160-16-000175	11	GA
0001665160-16-000175	12	HI
0001665160-16-000175	13	ID
0001665160-16-000175	14	IL
0001665160-16-000175	15	IN
0001665160-16-000175	16	IA
0001665160-16-000175	17	KS
0001665160-16-000175	18	KY
0001665160-16-000175	19	LA
0001665160-16-000175	20	ME
0001665160-16-000175	21	MD
0001665160-16-000175	22	MA
0001665160-16-000175	23	MI
0001665160-16-000175	24	MN
0001665160-16-000175	25	MS
0001665160-16-000175	26	MO
0001665160-16-000175	27	MT
0001665160-16-000175	28	NE
0001665160-16-000175	29	NV
0001665160-16-000175	30	NH
0001665160-16-000175	31	NJ
0001665160-16-000175	32	NM
0001665160-16-000175	33	NY
0001665160-16-000175	34	NC
0001665160-16-000175	35	ND
0001665160-16-000175	36	OH
0001665160-16-000175	37	OK
0001665160-16-000175	38	OR
0001665160-16-000175	39	PA
0001665160-16-000175	40	PR
0001665160-16-000175	41	RI
0001665160-16-000175	42	SC
0001665160-16-000175	43	SD
0001665160-16-000175	44	TN
0001665160-16-000175	45	TX
0001665160-16-000175	46	UT
0001665160-16-000175	47	VT
0001665160-16-000175	48	VA
0001665160-16-000175	49	WA
0001664526-16-000009	15	IN
