ACCESSION_NUMBER	ID	ISSUEJURISDICTIONSECUROFFERING
0001665160-19-001262	50	WV
0001665160-19-001262	51	WI
0001665160-19-001262	52	WY
0001665160-19-001262	1	AL
0001665160-19-001262	2	AK
0001665160-19-001262	3	AZ
0001665160-19-001262	4	AR
0001665160-19-001262	5	CA
0001665160-19-001262	6	CO
0001665160-19-001262	7	CT
0001665160-19-001262	8	DE
0001665160-19-001262	9	DC
0001665160-19-001262	10	FL
0001665160-19-001262	11	GA
0001665160-19-001262	12	HI
0001665160-19-001262	13	ID
0001665160-19-001262	14	IL
0001665160-19-001262	15	IN
0001665160-19-001262	16	IA
0001665160-19-001262	17	KS
0001665160-19-001262	18	KY
0001665160-19-001262	19	LA
0001665160-19-001262	20	ME
0001665160-19-001262	21	MD
0001665160-19-001262	22	MA
0001665160-19-001262	23	MI
0001665160-19-001262	24	MN
0001665160-19-001262	25	MS
0001665160-19-001262	26	MO
0001665160-19-001262	27	MT
0001665160-19-001262	28	NE
0001665160-19-001262	29	NV
0001665160-19-001262	30	NH
0001665160-19-001262	31	NJ
0001665160-19-001262	32	NM
0001706939-19-000008	36	OH
0001706939-19-000008	35	ND
0001706939-19-000008	38	OR
0001706939-19-000008	39	PA
0001706939-19-000008	40	PR
0001706939-19-000008	41	RI
0001706939-19-000008	42	SC
0001706939-19-000008	43	SD
0001706939-19-000008	44	TN
0001706939-19-000008	45	TX
0001706939-19-000008	46	UT
0001706939-19-000008	47	VT
0001706939-19-000008	48	VA
0001706939-19-000008	49	WA
0001706939-19-000008	50	WV
0001706939-19-000008	51	WI
0001706939-19-000008	52	WY
0001706939-19-000008	53	A0
0001706939-19-000008	54	A1
0001706939-19-000008	55	A2
0001706939-19-000008	56	A3
0001706939-19-000008	57	A4
0001706939-19-000008	58	A5
0001706939-19-000008	59	A6
0001706939-19-000008	60	A7
0001706939-19-000008	61	A8
0001706939-19-000008	62	A9
0001706939-19-000008	63	B0
0001706939-19-000008	64	Z4
0001706939-19-000008	1	AL
0001706939-19-000008	2	AK
0001706939-19-000008	3	AZ
0001706939-19-000008	4	AR
0001706939-19-000008	5	CA
0001706939-19-000008	6	CO
0001706939-19-000008	7	CT
0001706939-19-000008	8	DE
0001706939-19-000008	9	DC
0001706939-19-000008	10	FL
0001706939-19-000008	11	GA
0001706939-19-000008	12	HI
0001706939-19-000008	13	ID
0001706939-19-000008	14	IL
0001706939-19-000008	15	IN
0001706939-19-000008	16	IA
0001706939-19-000008	17	KS
0001706939-19-000008	18	KY
0001706939-19-000008	19	LA
0001706939-19-000008	20	ME
0001706939-19-000008	21	MD
0001706939-19-000008	22	MA
0001706939-19-000008	23	MI
0001706939-19-000008	24	MN
0001706939-19-000008	25	MS
0001706939-19-000008	26	MO
0001706939-19-000008	27	MT
0001706939-19-000008	28	NE
0001706939-19-000008	29	NV
0001706939-19-000008	30	NH
0001706939-19-000008	31	NJ
0001706939-19-000008	32	NM
0001706939-19-000008	33	NY
0001706939-19-000008	34	NC
0001706939-19-000008	37	OK
0001791223-19-000003	34	NY
0001791223-19-000003	35	NC
0001791223-19-000003	36	ND
0001791223-19-000003	37	OH
0001791223-19-000003	38	OK
0001791223-19-000003	39	OR
0001791223-19-000003	40	PA
0001791223-19-000003	41	PR
0001791223-19-000003	15	IL
0001791223-19-000003	16	IN
0001791223-19-000003	17	IA
0001791223-19-000003	18	KS
0001791223-19-000003	42	RI
0001791223-19-000003	43	SC
0001791223-19-000003	44	SD
0001791223-19-000003	45	TN
0001791223-19-000003	1	AL
0001791223-19-000003	2	AK
0001791223-19-000003	3	AZ
0001791223-19-000003	4	AR
0001791223-19-000003	5	CA
0001791223-19-000003	6	CO
0001791223-19-000003	7	CT
0001791223-19-000003	8	DE
0001791223-19-000003	9	DC
0001791223-19-000003	10	FL
0001791223-19-000003	11	GA
0001791223-19-000003	12	GU
0001791223-19-000003	13	HI
0001791223-19-000003	14	ID
0001791223-19-000003	46	TX
0001791223-19-000003	47	UT
0001791223-19-000003	48	VT
0001791223-19-000003	49	VI
0001791223-19-000003	50	VA
0001791223-19-000003	51	WA
0001791223-19-000003	52	WV
0001791223-19-000003	53	WI
0001791223-19-000003	54	WY
0001791223-19-000003	55	B5
0001791223-19-000003	56	1V
0001791223-19-000003	19	KY
0001791223-19-000003	20	LA
0001791223-19-000003	21	ME
0001791223-19-000003	22	MD
0001791223-19-000003	23	MA
0001791223-19-000003	24	MI
0001791223-19-000003	25	MN
0001791223-19-000003	26	MS
0001791223-19-000003	27	MO
0001791223-19-000003	28	MT
0001791223-19-000003	29	NE
0001791223-19-000003	30	NV
0001791223-19-000003	31	NH
0001791223-19-000003	32	NJ
0001791223-19-000003	33	NM
0001665160-19-001261	39	PA
0001665160-19-001261	11	GA
0001665160-19-001261	41	RI
0001665160-19-001261	42	SC
0001665160-19-001261	43	SD
0001665160-19-001261	44	TN
0001665160-19-001261	45	TX
0001665160-19-001261	46	UT
0001665160-19-001261	47	VT
0001665160-19-001261	48	VA
0001665160-19-001261	49	WA
0001665160-19-001261	50	WV
0001665160-19-001261	51	WI
0001665160-19-001261	52	WY
0001665160-19-001261	12	HI
0001665160-19-001261	13	ID
0001665160-19-001261	14	IL
0001665160-19-001261	15	IN
0001665160-19-001261	16	IA
0001665160-19-001261	17	KS
0001665160-19-001261	18	KY
0001665160-19-001261	19	LA
0001665160-19-001261	20	ME
0001665160-19-001261	21	MD
0001665160-19-001261	22	MA
0001665160-19-001261	23	MI
0001665160-19-001261	24	MN
0001665160-19-001261	25	MS
0001665160-19-001261	26	MO
0001665160-19-001261	27	MT
0001665160-19-001261	28	NE
0001665160-19-001261	29	NV
0001665160-19-001261	30	NH
0001665160-19-001261	31	NJ
0001665160-19-001261	32	NM
0001665160-19-001261	33	NY
0001665160-19-001261	34	NC
0001665160-19-001261	35	ND
0001665160-19-001261	36	OH
0001665160-19-001261	37	OK
0001665160-19-001261	38	OR
0001665160-19-001261	1	AL
0001665160-19-001261	2	AK
0001665160-19-001261	3	AZ
0001665160-19-001261	4	AR
0001665160-19-001261	5	CA
0001665160-19-001261	6	CO
0001665160-19-001261	7	CT
0001665160-19-001261	8	DE
0001665160-19-001261	9	DC
0001665160-19-001261	10	FL
0001665160-19-001261	40	PR
0001666102-19-000034	6	CO
0001666102-19-000034	7	CT
0001666102-19-000034	8	DE
0001666102-19-000034	9	DC
0001666102-19-000034	10	FL
0001666102-19-000034	11	GA
0001666102-19-000034	12	HI
0001666102-19-000034	13	ID
0001666102-19-000034	14	IL
0001666102-19-000034	15	IN
0001666102-19-000034	16	IA
0001666102-19-000034	17	KS
0001666102-19-000034	18	KY
0001666102-19-000034	19	LA
0001666102-19-000034	20	ME
0001666102-19-000034	21	MD
0001666102-19-000034	22	MA
0001666102-19-000034	23	MI
0001666102-19-000034	24	MN
0001666102-19-000034	25	MS
0001666102-19-000034	26	MO
0001666102-19-000034	27	MT
0001666102-19-000034	28	NE
0001666102-19-000034	29	NV
0001666102-19-000034	30	NH
0001666102-19-000034	31	NJ
0001666102-19-000034	32	NM
0001666102-19-000034	33	NY
0001666102-19-000034	34	NC
0001666102-19-000034	35	ND
0001666102-19-000034	36	OH
0001666102-19-000034	37	OK
0001666102-19-000034	38	OR
0001666102-19-000034	39	PA
0001666102-19-000034	40	PR
0001666102-19-000034	41	RI
0001666102-19-000034	42	SC
0001666102-19-000034	43	SD
0001666102-19-000034	44	TN
0001666102-19-000034	45	TX
0001666102-19-000034	46	UT
0001666102-19-000034	47	VT
0001666102-19-000034	48	VA
0001666102-19-000034	49	WA
0001666102-19-000034	50	WV
0001666102-19-000034	51	WI
0001666102-19-000034	52	WY
0001666102-19-000034	1	AL
0001666102-19-000034	2	AK
0001666102-19-000034	3	AZ
0001666102-19-000034	4	AR
0001666102-19-000034	5	CA
0001780452-19-000004	18	KY
0001780452-19-000004	17	KS
0001780452-19-000004	20	ME
0001780452-19-000004	21	MD
0001780452-19-000004	22	MA
0001780452-19-000004	23	MI
0001780452-19-000004	24	MN
0001780452-19-000004	25	MS
0001780452-19-000004	26	MO
0001780452-19-000004	27	MT
0001780452-19-000004	28	NE
0001780452-19-000004	29	NV
0001780452-19-000004	30	NH
0001780452-19-000004	54	A1
0001780452-19-000004	55	A2
0001780452-19-000004	56	A3
0001780452-19-000004	57	A4
0001780452-19-000004	58	A5
0001780452-19-000004	59	A6
0001780452-19-000004	60	A7
0001780452-19-000004	61	A8
0001780452-19-000004	62	A9
0001780452-19-000004	63	B0
0001780452-19-000004	64	Z4
0001780452-19-000004	31	NJ
0001780452-19-000004	32	NM
0001780452-19-000004	33	NY
0001780452-19-000004	34	NC
0001780452-19-000004	35	ND
0001780452-19-000004	36	OH
0001780452-19-000004	37	OK
0001780452-19-000004	38	OR
0001780452-19-000004	39	PA
0001780452-19-000004	40	PR
0001780452-19-000004	41	RI
0001780452-19-000004	42	SC
0001780452-19-000004	43	SD
0001780452-19-000004	44	TN
0001780452-19-000004	45	TX
0001780452-19-000004	46	UT
0001780452-19-000004	47	VT
0001780452-19-000004	48	VA
0001780452-19-000004	49	WA
0001780452-19-000004	50	WV
0001780452-19-000004	51	WI
0001780452-19-000004	52	WY
0001780452-19-000004	53	A0
0001780452-19-000004	1	AL
0001780452-19-000004	2	AK
0001780452-19-000004	3	AZ
0001780452-19-000004	4	AR
0001780452-19-000004	5	CA
0001780452-19-000004	6	CO
0001780452-19-000004	7	CT
0001780452-19-000004	8	DE
0001780452-19-000004	9	DC
0001780452-19-000004	10	FL
0001780452-19-000004	11	GA
0001780452-19-000004	12	HI
0001780452-19-000004	13	ID
0001780452-19-000004	14	IL
0001780452-19-000004	15	IN
0001780452-19-000004	16	IA
0001780452-19-000004	19	LA
0001798279-19-000001	44	SD
0001798279-19-000001	43	SC
0001798279-19-000001	46	TX
0001798279-19-000001	47	UT
0001798279-19-000001	48	VT
0001798279-19-000001	49	VI
0001798279-19-000001	50	VA
0001798279-19-000001	51	WA
0001798279-19-000001	52	WV
0001798279-19-000001	53	WI
0001798279-19-000001	54	WY
0001798279-19-000001	55	B5
0001798279-19-000001	56	1V
0001798279-19-000001	1	AL
0001798279-19-000001	2	AK
0001798279-19-000001	3	AZ
0001798279-19-000001	4	AR
0001798279-19-000001	5	CA
0001798279-19-000001	6	CO
0001798279-19-000001	7	CT
0001798279-19-000001	8	DE
0001798279-19-000001	9	DC
0001798279-19-000001	10	FL
0001798279-19-000001	11	GA
0001798279-19-000001	12	GU
0001798279-19-000001	13	HI
0001798279-19-000001	14	ID
0001798279-19-000001	15	IL
0001798279-19-000001	16	IN
0001798279-19-000001	17	IA
0001798279-19-000001	18	KS
0001798279-19-000001	19	KY
0001798279-19-000001	20	LA
0001798279-19-000001	21	ME
0001798279-19-000001	22	MD
0001798279-19-000001	23	MA
0001798279-19-000001	24	MI
0001798279-19-000001	25	MN
0001798279-19-000001	26	MS
0001798279-19-000001	27	MO
0001798279-19-000001	28	MT
0001798279-19-000001	29	NE
0001798279-19-000001	30	NV
0001798279-19-000001	31	NH
0001798279-19-000001	32	NJ
0001798279-19-000001	33	NM
0001798279-19-000001	34	NY
0001798279-19-000001	35	NC
0001798279-19-000001	36	ND
0001798279-19-000001	37	OH
0001798279-19-000001	38	OK
0001798279-19-000001	39	OR
0001798279-19-000001	40	PA
0001798279-19-000001	41	PR
0001798279-19-000001	42	RI
0001798279-19-000001	45	TN
0001104659-19-076754	38	OR
0001104659-19-076754	37	OK
0001104659-19-076754	40	PR
0001104659-19-076754	41	RI
0001104659-19-076754	42	SC
0001104659-19-076754	43	SD
0001104659-19-076754	44	TN
0001104659-19-076754	45	TX
0001104659-19-076754	46	UT
0001104659-19-076754	47	VT
0001104659-19-076754	48	VA
0001104659-19-076754	49	WA
0001104659-19-076754	50	WV
0001104659-19-076754	51	WI
0001104659-19-076754	52	WY
0001104659-19-076754	6	CO
0001104659-19-076754	7	CT
0001104659-19-076754	8	DE
0001104659-19-076754	9	DC
0001104659-19-076754	10	FL
0001104659-19-076754	1	AL
0001104659-19-076754	2	AK
0001104659-19-076754	3	AZ
0001104659-19-076754	4	AR
0001104659-19-076754	5	CA
0001104659-19-076754	11	GA
0001104659-19-076754	12	HI
0001104659-19-076754	13	ID
0001104659-19-076754	14	IL
0001104659-19-076754	15	IN
0001104659-19-076754	16	IA
0001104659-19-076754	17	KS
0001104659-19-076754	18	KY
0001104659-19-076754	19	LA
0001104659-19-076754	20	ME
0001104659-19-076754	21	MD
0001104659-19-076754	22	MA
0001104659-19-076754	23	MI
0001104659-19-076754	24	MN
0001104659-19-076754	25	MS
0001104659-19-076754	26	MO
0001104659-19-076754	27	MT
0001104659-19-076754	28	NE
0001104659-19-076754	29	NV
0001104659-19-076754	30	NH
0001104659-19-076754	31	NJ
0001104659-19-076754	32	NM
0001104659-19-076754	33	NY
0001104659-19-076754	34	NC
0001104659-19-076754	35	ND
0001104659-19-076754	36	OH
0001104659-19-076754	39	PA
0001702607-19-000002	28	NE
0001702607-19-000002	29	NV
0001702607-19-000002	30	NH
0001702607-19-000002	31	NJ
0001702607-19-000002	32	NM
0001702607-19-000002	33	NY
0001702607-19-000002	34	NC
0001702607-19-000002	35	ND
0001702607-19-000002	36	OH
0001702607-19-000002	37	OK
0001702607-19-000002	38	OR
0001702607-19-000002	39	PA
0001702607-19-000002	40	PR
0001702607-19-000002	41	RI
0001702607-19-000002	42	SC
0001702607-19-000002	43	SD
0001702607-19-000002	44	TN
0001702607-19-000002	45	TX
0001702607-19-000002	46	UT
0001702607-19-000002	47	VT
0001702607-19-000002	48	VA
0001702607-19-000002	49	WA
0001702607-19-000002	50	WV
0001702607-19-000002	51	WI
0001702607-19-000002	52	WY
0001702607-19-000002	53	A0
0001702607-19-000002	54	A1
0001702607-19-000002	55	A2
0001702607-19-000002	56	A3
0001702607-19-000002	57	A4
0001702607-19-000002	58	A5
0001702607-19-000002	59	A6
0001702607-19-000002	60	A7
0001702607-19-000002	61	A8
0001702607-19-000002	62	A9
0001702607-19-000002	1	AL
0001702607-19-000002	2	AK
0001702607-19-000002	3	AZ
0001702607-19-000002	4	AR
0001702607-19-000002	5	CA
0001702607-19-000002	6	CO
0001702607-19-000002	7	CT
0001702607-19-000002	8	DE
0001702607-19-000002	9	DC
0001702607-19-000002	10	FL
0001702607-19-000002	11	GA
0001702607-19-000002	12	HI
0001702607-19-000002	13	ID
0001702607-19-000002	14	IL
0001702607-19-000002	15	IN
0001702607-19-000002	16	IA
0001702607-19-000002	17	KS
0001702607-19-000002	63	B0
0001702607-19-000002	64	Z4
0001702607-19-000002	18	KY
0001702607-19-000002	19	LA
0001702607-19-000002	20	ME
0001702607-19-000002	21	MD
0001702607-19-000002	22	MA
0001702607-19-000002	23	MI
0001702607-19-000002	24	MN
0001702607-19-000002	25	MS
0001702607-19-000002	26	MO
0001702607-19-000002	27	MT
0001797650-19-000003	4	AR
0001797650-19-000003	3	AZ
0001797650-19-000003	6	CO
0001797650-19-000003	7	CT
0001797650-19-000003	8	DE
0001797650-19-000003	9	DC
0001797650-19-000003	10	FL
0001797650-19-000003	11	GA
0001797650-19-000003	12	HI
0001797650-19-000003	13	ID
0001797650-19-000003	14	IL
0001797650-19-000003	15	IN
0001797650-19-000003	16	IA
0001797650-19-000003	17	KS
0001797650-19-000003	18	KY
0001797650-19-000003	19	LA
0001797650-19-000003	20	ME
0001797650-19-000003	21	MD
0001797650-19-000003	22	MA
0001797650-19-000003	23	MI
0001797650-19-000003	24	MN
0001797650-19-000003	25	MS
0001797650-19-000003	26	MO
0001797650-19-000003	27	MT
0001797650-19-000003	28	NE
0001797650-19-000003	29	NV
0001797650-19-000003	43	SD
0001797650-19-000003	44	TN
0001797650-19-000003	45	TX
0001797650-19-000003	46	UT
0001797650-19-000003	47	VT
0001797650-19-000003	48	VA
0001797650-19-000003	49	WA
0001797650-19-000003	50	WV
0001797650-19-000003	51	WI
0001797650-19-000003	52	WY
0001797650-19-000003	30	NH
0001797650-19-000003	31	NJ
0001797650-19-000003	32	NM
0001797650-19-000003	33	NY
0001797650-19-000003	34	NC
0001797650-19-000003	35	ND
0001797650-19-000003	36	OH
0001797650-19-000003	37	OK
0001797650-19-000003	38	OR
0001797650-19-000003	39	PA
0001797650-19-000003	40	PR
0001797650-19-000003	41	RI
0001797650-19-000003	42	SC
0001797650-19-000003	1	AL
0001797650-19-000003	2	AK
0001797650-19-000003	5	CA
0001665160-19-001260	22	MA
0001665160-19-001260	21	MD
0001665160-19-001260	24	MN
0001665160-19-001260	25	MS
0001665160-19-001260	26	MO
0001665160-19-001260	27	MT
0001665160-19-001260	28	NE
0001665160-19-001260	29	NV
0001665160-19-001260	30	NH
0001665160-19-001260	31	NJ
0001665160-19-001260	32	NM
0001665160-19-001260	33	NY
0001665160-19-001260	34	NC
0001665160-19-001260	35	ND
0001665160-19-001260	36	OH
0001665160-19-001260	1	AL
0001665160-19-001260	2	AK
0001665160-19-001260	3	AZ
0001665160-19-001260	4	AR
0001665160-19-001260	5	CA
0001665160-19-001260	6	CO
0001665160-19-001260	7	CT
0001665160-19-001260	8	DC
0001665160-19-001260	9	DE
0001665160-19-001260	10	FL
0001665160-19-001260	11	GA
0001665160-19-001260	12	HI
0001665160-19-001260	13	ID
0001665160-19-001260	37	OK
0001665160-19-001260	38	OR
0001665160-19-001260	39	PA
0001665160-19-001260	40	PR
0001665160-19-001260	41	RI
0001665160-19-001260	42	SC
0001665160-19-001260	43	SD
0001665160-19-001260	44	TN
0001665160-19-001260	45	TX
0001665160-19-001260	46	UT
0001665160-19-001260	47	VT
0001665160-19-001260	48	VA
0001665160-19-001260	49	WA
0001665160-19-001260	50	WV
0001665160-19-001260	51	WI
0001665160-19-001260	52	WY
0001665160-19-001260	14	IL
0001665160-19-001260	15	IN
0001665160-19-001260	16	IA
0001665160-19-001260	17	KS
0001665160-19-001260	18	KY
0001665160-19-001260	19	LA
0001665160-19-001260	20	ME
0001665160-19-001260	23	MI
0001665160-19-001257	45	TX
0001665160-19-001257	46	UT
0001665160-19-001257	47	VT
0001665160-19-001257	48	VA
0001665160-19-001257	49	WA
0001665160-19-001257	50	WV
0001665160-19-001257	51	WI
0001665160-19-001257	52	WY
0001665160-19-001257	1	AL
0001665160-19-001257	2	AK
0001665160-19-001257	3	AZ
0001665160-19-001257	4	AR
0001665160-19-001257	5	CA
0001665160-19-001257	6	CO
0001665160-19-001257	7	CT
0001665160-19-001257	8	DE
0001665160-19-001257	9	DC
0001665160-19-001257	10	FL
0001665160-19-001257	11	GA
0001665160-19-001257	12	HI
0001665160-19-001257	13	ID
0001665160-19-001257	14	IL
0001665160-19-001257	15	IN
0001665160-19-001257	16	IA
0001665160-19-001257	17	KS
0001665160-19-001257	18	KY
0001665160-19-001257	19	LA
0001665160-19-001257	20	ME
0001665160-19-001257	21	MD
0001665160-19-001257	22	MA
0001665160-19-001257	23	MI
0001665160-19-001257	24	MN
0001665160-19-001257	25	MS
0001665160-19-001257	26	MO
0001665160-19-001257	27	MT
0001665160-19-001257	28	NE
0001665160-19-001257	29	NV
0001665160-19-001257	30	NH
0001665160-19-001257	31	NJ
0001665160-19-001257	32	NM
0001665160-19-001257	33	NY
0001665160-19-001257	34	NC
0001665160-19-001257	35	ND
0001665160-19-001257	36	OH
0001665160-19-001257	37	OK
0001665160-19-001257	38	OR
0001665160-19-001257	39	PA
0001665160-19-001257	40	PR
0001665160-19-001257	41	RI
0001665160-19-001257	42	SC
0001665160-19-001257	43	SD
0001665160-19-001257	44	TN
0001665160-19-001256	22	MA
0001665160-19-001256	21	MD
0001665160-19-001256	24	MN
0001665160-19-001256	25	MS
0001665160-19-001256	26	MO
0001665160-19-001256	27	MT
0001665160-19-001256	28	NE
0001665160-19-001256	29	NV
0001665160-19-001256	30	NH
0001665160-19-001256	31	NJ
0001665160-19-001256	32	NM
0001665160-19-001256	33	NY
0001665160-19-001256	34	NC
0001665160-19-001256	35	ND
0001665160-19-001256	36	OH
0001665160-19-001256	37	OK
0001665160-19-001256	38	OR
0001665160-19-001256	39	PA
0001665160-19-001256	40	PR
0001665160-19-001256	41	RI
0001665160-19-001256	42	SC
0001665160-19-001256	43	SD
0001665160-19-001256	44	TN
0001665160-19-001256	45	TX
0001665160-19-001256	46	UT
0001665160-19-001256	47	VT
0001665160-19-001256	48	VA
0001665160-19-001256	49	WA
0001665160-19-001256	50	WV
0001665160-19-001256	51	WI
0001665160-19-001256	52	WY
0001665160-19-001256	1	AL
0001665160-19-001256	2	AK
0001665160-19-001256	3	AZ
0001665160-19-001256	4	AR
0001665160-19-001256	5	CA
0001665160-19-001256	6	CO
0001665160-19-001256	7	CT
0001665160-19-001256	8	DE
0001665160-19-001256	9	DC
0001665160-19-001256	10	FL
0001665160-19-001256	11	GA
0001665160-19-001256	12	HI
0001665160-19-001256	13	ID
0001665160-19-001256	14	IL
0001665160-19-001256	15	IN
0001665160-19-001256	16	IA
0001665160-19-001256	17	KS
0001665160-19-001256	18	KY
0001665160-19-001256	19	LA
0001665160-19-001256	20	ME
0001665160-19-001256	23	MI
0001746059-19-000109	1	AL
0001746059-19-000109	52	WY
0001746059-19-000109	3	AZ
0001746059-19-000109	4	AR
0001746059-19-000109	5	CA
0001746059-19-000109	6	CO
0001746059-19-000109	7	CT
0001746059-19-000109	8	DE
0001746059-19-000109	9	DC
0001746059-19-000109	10	FL
0001746059-19-000109	11	GA
0001746059-19-000109	12	HI
0001746059-19-000109	13	ID
0001746059-19-000109	14	IL
0001746059-19-000109	15	IN
0001746059-19-000109	16	IA
0001746059-19-000109	17	KS
0001746059-19-000109	18	KY
0001746059-19-000109	19	LA
0001746059-19-000109	20	ME
0001746059-19-000109	21	MD
0001746059-19-000109	22	MA
0001746059-19-000109	23	MI
0001746059-19-000109	24	MN
0001746059-19-000109	25	MS
0001746059-19-000109	26	MO
0001746059-19-000109	27	MT
0001746059-19-000109	28	NE
0001746059-19-000109	29	NV
0001746059-19-000109	30	NH
0001746059-19-000109	31	NJ
0001746059-19-000109	32	NM
0001746059-19-000109	33	NY
0001746059-19-000109	34	NC
0001746059-19-000109	35	ND
0001746059-19-000109	36	OH
0001746059-19-000109	37	OK
0001746059-19-000109	38	OR
0001746059-19-000109	39	PA
0001746059-19-000109	40	PR
0001746059-19-000109	41	RI
0001746059-19-000109	42	SC
0001746059-19-000109	43	SD
0001746059-19-000109	44	TN
0001746059-19-000109	45	TX
0001746059-19-000109	46	UT
0001746059-19-000109	47	VT
0001746059-19-000109	48	VA
0001746059-19-000109	49	WA
0001746059-19-000109	50	WV
0001746059-19-000109	51	WI
0001746059-19-000109	2	AK
0001665160-19-001255	20	ME
0001665160-19-001255	21	MD
0001665160-19-001255	22	MA
0001665160-19-001255	23	MI
0001665160-19-001255	24	MN
0001665160-19-001255	25	MS
0001665160-19-001255	26	MO
0001665160-19-001255	27	MT
0001665160-19-001255	28	NE
0001665160-19-001255	29	NV
0001665160-19-001255	30	NH
0001665160-19-001255	31	NJ
0001665160-19-001255	32	NM
0001665160-19-001255	33	NY
0001665160-19-001255	34	NC
0001665160-19-001255	35	ND
0001665160-19-001255	36	OH
0001665160-19-001255	37	OK
0001665160-19-001255	38	OR
0001665160-19-001255	39	PA
0001665160-19-001255	40	PR
0001665160-19-001255	41	RI
0001665160-19-001255	42	SC
0001665160-19-001255	43	SD
0001665160-19-001255	44	TN
0001665160-19-001255	45	TX
0001665160-19-001255	46	UT
0001665160-19-001255	47	VT
0001665160-19-001255	48	VA
0001665160-19-001255	49	WA
0001665160-19-001255	50	WV
0001665160-19-001255	51	WI
0001665160-19-001255	52	WY
0001665160-19-001255	1	AL
0001665160-19-001255	2	AK
0001665160-19-001255	3	AZ
0001665160-19-001255	4	AR
0001665160-19-001255	5	CA
0001665160-19-001255	6	CO
0001665160-19-001255	7	CT
0001665160-19-001255	8	DE
0001665160-19-001255	9	DC
0001665160-19-001255	10	FL
0001665160-19-001255	11	GA
0001665160-19-001255	12	HI
0001665160-19-001255	13	ID
0001665160-19-001255	14	IL
0001665160-19-001255	15	IN
0001665160-19-001255	16	IA
