ACCESSION_NUMBER	ID	ISSUEJURISDICTIONSECUROFFERING
0001665160-18-000639	21	MD
0001665160-18-000639	22	MA
0001665160-18-000639	23	MI
0001665160-18-000639	24	MN
0001665160-18-000639	25	MS
0001665160-18-000639	26	MO
0001665160-18-000639	27	MT
0001665160-18-000639	28	NE
0001665160-18-000639	29	NV
0001665160-18-000639	30	NH
0001665160-18-000639	31	NJ
0001665160-18-000639	32	NM
0001665160-18-000639	33	NY
0001665160-18-000639	34	NC
0001665160-18-000639	35	ND
0001665160-18-000639	36	OH
0001665160-18-000639	37	OK
0001665160-18-000639	38	OR
0001665160-18-000639	39	PA
0001665160-18-000639	40	PR
0001665160-18-000639	41	RI
0001669191-18-000330	1	AL
0001669191-18-000330	56	VI
0001669191-18-000330	3	AZ
0001669191-18-000330	4	AR
0001669191-18-000330	5	CA
0001669191-18-000330	6	CO
0001669191-18-000330	7	CT
0001669191-18-000330	8	DE
0001669191-18-000330	9	DC
0001669191-18-000330	10	FL
0001669191-18-000330	11	GA
0001669191-18-000330	12	HI
0001669191-18-000330	13	ID
0001669191-18-000330	14	IL
0001669191-18-000330	15	IN
0001669191-18-000330	16	IA
0001669191-18-000330	17	KS
0001669191-18-000330	18	KY
0001669191-18-000330	19	LA
0001669191-18-000330	20	ME
0001669191-18-000330	21	MD
0001669191-18-000330	22	MA
0001669191-18-000330	23	MI
0001669191-18-000330	24	MN
0001669191-18-000330	25	MS
0001669191-18-000330	26	MO
0001669191-18-000330	27	MT
0001669191-18-000330	28	NE
0001669191-18-000330	29	NV
0001669191-18-000330	30	NH
0001669191-18-000330	31	NJ
0001669191-18-000330	32	NM
0001669191-18-000330	33	NY
0001669191-18-000330	34	NC
0001669191-18-000330	35	ND
0001669191-18-000330	36	OH
0001669191-18-000330	37	OK
0001669191-18-000330	38	OR
0001669191-18-000330	39	PA
0001669191-18-000330	40	RI
0001669191-18-000330	41	SC
0001669191-18-000330	42	SD
0001669191-18-000330	43	TN
0001669191-18-000330	44	TX
0001669191-18-000330	45	UT
0001669191-18-000330	46	VT
0001669191-18-000330	47	VA
0001669191-18-000330	48	WA
0001669191-18-000330	49	WV
0001669191-18-000330	50	WI
0001669191-18-000330	51	WY
0001669191-18-000330	52	B5
0001669191-18-000330	53	GU
0001669191-18-000330	54	1V
0001669191-18-000330	55	PR
0001669191-18-000330	2	AK
0001742118-18-000004	53	A0
0001742118-18-000004	54	A1
0001742118-18-000004	55	A2
0001742118-18-000004	56	A3
0001742118-18-000004	57	A4
0001742118-18-000004	58	A5
0001742118-18-000004	59	A6
0001742118-18-000004	60	A7
0001742118-18-000004	61	A8
0001742118-18-000004	62	A9
0001742118-18-000004	63	B0
0001742118-18-000004	64	Z4
0001742118-18-000004	1	AL
0001742118-18-000004	2	AK
0001742118-18-000004	3	AZ
0001742118-18-000004	4	AR
0001742118-18-000004	5	CA
0001742118-18-000004	6	CO
0001742118-18-000004	7	CT
0001742118-18-000004	8	DE
0001742118-18-000004	9	DC
0001742118-18-000004	10	FL
0001742118-18-000004	11	GA
0001742118-18-000004	12	HI
0001742118-18-000004	13	ID
0001742118-18-000004	14	IL
0001742118-18-000004	15	IN
0001742118-18-000004	16	IA
0001742118-18-000004	17	KS
0001742118-18-000004	18	KY
0001742118-18-000004	19	LA
0001742118-18-000004	20	ME
0001742118-18-000004	21	MD
0001742118-18-000004	22	MA
0001742118-18-000004	23	MI
0001742118-18-000004	24	MN
0001742118-18-000004	25	MS
0001742118-18-000004	26	MO
0001742118-18-000004	27	MT
0001742118-18-000004	28	NE
0001742118-18-000004	29	NV
0001742118-18-000004	30	NH
0001742118-18-000004	31	NJ
0001742118-18-000004	32	NM
0001742118-18-000004	33	NY
0001742118-18-000004	34	NC
0001742118-18-000004	35	ND
0001742118-18-000004	36	OH
0001742118-18-000004	37	OK
0001742118-18-000004	38	OR
0001742118-18-000004	39	PA
0001742118-18-000004	40	PR
0001742118-18-000004	41	RI
0001742118-18-000004	42	SC
0001742118-18-000004	43	SD
0001742118-18-000004	44	TN
0001742118-18-000004	45	TX
0001742118-18-000004	46	UT
0001742118-18-000004	47	VT
0001742118-18-000004	48	VA
0001742118-18-000004	49	WA
0001742118-18-000004	50	WV
0001742118-18-000004	51	WI
0001742118-18-000004	52	WY
0001665160-18-000638	40	PR
0001665160-18-000638	31	NJ
0001665160-18-000638	42	SC
0001665160-18-000638	43	SD
0001665160-18-000638	44	TN
0001665160-18-000638	45	TX
0001665160-18-000638	46	UT
0001665160-18-000638	47	VT
0001665160-18-000638	48	VA
0001665160-18-000638	49	WA
0001665160-18-000638	50	WV
0001665160-18-000638	51	WI
0001665160-18-000638	52	WY
0001665160-18-000638	1	AL
0001665160-18-000638	2	AK
0001665160-18-000638	32	NM
0001665160-18-000638	33	NY
0001665160-18-000638	34	NC
0001665160-18-000638	35	ND
0001665160-18-000638	36	OH
0001665160-18-000638	37	OK
0001665160-18-000638	38	OR
0001665160-18-000638	39	PA
0001665160-18-000638	3	AZ
0001665160-18-000638	4	AR
0001665160-18-000638	5	CA
0001665160-18-000638	6	CO
0001665160-18-000638	7	CT
0001665160-18-000638	8	DC
0001665160-18-000638	9	DE
0001665160-18-000638	10	FL
0001665160-18-000638	11	GA
0001665160-18-000638	12	HI
0001665160-18-000638	13	ID
0001665160-18-000638	14	IL
0001665160-18-000638	15	IN
0001665160-18-000638	16	IA
0001665160-18-000638	17	KS
0001665160-18-000638	18	KY
0001665160-18-000638	19	LA
0001665160-18-000638	20	ME
0001665160-18-000638	21	MD
0001665160-18-000638	22	MA
0001665160-18-000638	23	MI
0001665160-18-000638	24	MN
0001665160-18-000638	25	MS
0001665160-18-000638	26	MO
0001665160-18-000638	27	MT
0001665160-18-000638	28	NE
0001665160-18-000638	29	NV
0001665160-18-000638	30	NH
0001665160-18-000638	41	RI
0001665160-18-000632	25	MS
0001665160-18-000632	26	MO
0001665160-18-000632	27	MT
0001665160-18-000632	28	NE
0001665160-18-000632	29	NV
0001665160-18-000632	30	NH
0001665160-18-000632	31	NJ
0001665160-18-000632	32	NM
0001665160-18-000632	33	NY
0001665160-18-000632	34	NC
0001665160-18-000632	35	ND
0001665160-18-000632	36	OH
0001665160-18-000632	37	OK
0001665160-18-000632	38	OR
0001665160-18-000632	39	PA
0001665160-18-000632	40	PR
0001665160-18-000632	41	RI
0001665160-18-000632	42	SC
0001665160-18-000632	43	SD
0001665160-18-000632	44	TN
0001665160-18-000632	45	TX
0001665160-18-000632	46	UT
0001665160-18-000632	47	VT
0001665160-18-000632	48	VA
0001665160-18-000632	49	WA
0001665160-18-000632	50	WV
0001665160-18-000632	51	WI
0001665160-18-000632	52	WY
0001665160-18-000632	1	AL
0001665160-18-000632	2	AK
0001665160-18-000632	3	AZ
0001665160-18-000632	4	AR
0001665160-18-000632	5	CA
0001665160-18-000632	6	CO
0001665160-18-000632	7	CT
0001665160-18-000632	8	DE
0001665160-18-000632	9	DC
0001665160-18-000632	10	FL
0001665160-18-000632	11	GA
0001665160-18-000632	12	HI
0001665160-18-000632	13	ID
0001665160-18-000632	14	IL
0001665160-18-000632	15	IN
0001665160-18-000632	16	IA
0001665160-18-000633	4	AR
0001665160-18-000633	5	CA
0001665160-18-000633	6	CO
0001665160-18-000633	7	CT
0001665160-18-000633	8	DE
0001665160-18-000633	9	DC
0001665160-18-000633	10	FL
0001665160-18-000633	11	GA
0001665160-18-000633	12	HI
0001665160-18-000633	13	ID
0001665160-18-000633	14	IL
0001665160-18-000633	15	IN
0001665160-18-000633	16	IA
0001665160-18-000633	17	KS
0001665160-18-000633	18	KY
0001665160-18-000633	19	LA
0001665160-18-000633	20	ME
0001665160-18-000633	21	MD
0001665160-18-000633	22	MA
0001665160-18-000633	23	MI
0001665160-18-000633	24	MN
0001665160-18-000633	25	MS
0001665160-18-000633	26	MO
0001665160-18-000633	27	MT
0001665160-18-000633	28	NE
0001665160-18-000633	29	NV
0001665160-18-000633	30	NH
0001665160-18-000633	31	NJ
0001665160-18-000633	32	NM
0001665160-18-000633	33	NY
0001665160-18-000633	34	NC
0001665160-18-000633	35	ND
0001665160-18-000633	36	OH
0001665160-18-000633	37	OK
0001665160-18-000633	38	OR
0001665160-18-000633	39	PA
0001665160-18-000633	40	PR
0001665160-18-000633	41	RI
0001665160-18-000633	42	SC
0001665160-18-000633	43	SD
0001665160-18-000633	44	TN
0001665160-18-000633	45	TX
0001665160-18-000633	46	UT
0001665160-18-000633	47	VT
0001665160-18-000633	48	VA
0001665160-18-000633	49	WA
0001665160-18-000633	50	WV
0001665160-18-000633	51	WI
0001665160-18-000633	52	WY
0001665160-18-000632	17	KS
0001665160-18-000632	18	KY
0001665160-18-000632	19	LA
0001665160-18-000632	20	ME
0001665160-18-000632	21	MD
0001665160-18-000632	22	MA
0001665160-18-000632	23	MI
0001665160-18-000632	24	MN
0001665160-18-000633	1	AL
0001665160-18-000633	2	AK
0001665160-18-000633	3	AZ
0001670254-18-000327	5	CA
0001670254-18-000327	6	CO
0001670254-18-000327	7	CT
0001670254-18-000327	8	DE
0001670254-18-000327	31	NJ
0001670254-18-000327	32	NM
0001670254-18-000327	33	NY
0001670254-18-000327	34	NC
0001670254-18-000327	35	ND
0001670254-18-000327	36	OH
0001670254-18-000327	37	OK
0001670254-18-000327	38	OR
0001670254-18-000327	39	PA
0001670254-18-000327	40	RI
0001670254-18-000327	41	SC
0001670254-18-000327	42	SD
0001670254-18-000327	43	TN
0001670254-18-000327	44	TX
0001670254-18-000327	45	UT
0001670254-18-000327	46	VT
0001670254-18-000327	47	VA
0001670254-18-000327	48	WA
0001670254-18-000327	49	WV
0001670254-18-000327	50	WI
0001670254-18-000327	51	WY
0001670254-18-000327	52	B5
0001670254-18-000327	53	GU
0001670254-18-000327	54	PR
0001670254-18-000327	55	VI
0001670254-18-000327	56	1V
0001670254-18-000327	22	MA
0001670254-18-000327	23	MI
0001665160-18-000634	15	IN
0001665160-18-000634	16	IA
0001665160-18-000634	17	KS
0001665160-18-000634	18	KY
0001665160-18-000634	19	LA
0001665160-18-000634	20	ME
0001665160-18-000634	21	MD
0001665160-18-000634	22	MA
0001665160-18-000634	23	MI
0001665160-18-000634	24	MN
0001665160-18-000634	25	MS
0001665160-18-000634	26	MO
0001665160-18-000634	27	MT
0001665160-18-000634	28	NE
0001665160-18-000634	29	NV
0001665160-18-000634	30	NH
0001665160-18-000634	31	NJ
0001665160-18-000634	32	NM
0001665160-18-000634	33	NY
0001665160-18-000634	34	NC
0001665160-18-000634	35	ND
0001665160-18-000634	36	OH
0001665160-18-000634	37	OK
0001665160-18-000634	38	OR
0001665160-18-000634	39	PA
0001665160-18-000634	40	PR
0001665160-18-000634	41	RI
0001665160-18-000634	42	SC
0001665160-18-000634	43	SD
0001665160-18-000634	44	TN
0001665160-18-000634	45	TX
0001665160-18-000634	46	UT
0001665160-18-000634	47	VT
0001665160-18-000634	48	VA
0001665160-18-000634	49	WA
0001665160-18-000634	50	WV
0001665160-18-000634	51	WI
0001665160-18-000634	52	WY
0001665160-18-000634	1	AL
0001665160-18-000634	2	AK
0001670254-18-000327	9	DC
0001670254-18-000327	10	FL
0001670254-18-000327	11	GA
0001670254-18-000327	12	HI
0001670254-18-000327	13	ID
0001670254-18-000327	14	IL
0001670254-18-000327	15	IN
0001670254-18-000327	16	IA
0001670254-18-000327	17	KS
0001670254-18-000327	18	KY
0001670254-18-000327	19	LA
0001670254-18-000327	20	ME
0001670254-18-000327	21	MD
0001670254-18-000327	24	MN
0001670254-18-000327	25	MS
0001670254-18-000327	26	MO
0001670254-18-000327	27	MT
0001670254-18-000327	28	NE
0001670254-18-000327	29	NV
0001670254-18-000327	30	NH
0001670254-18-000327	1	AL
0001670254-18-000327	2	AK
0001670254-18-000327	3	AZ
0001670254-18-000327	4	AR
0001665160-18-000634	3	AZ
0001665160-18-000634	4	AR
0001665160-18-000634	5	CA
0001665160-18-000634	6	CO
0001665160-18-000634	7	CT
0001665160-18-000634	8	DE
0001665160-18-000634	9	DC
0001665160-18-000634	10	FL
0001665160-18-000634	11	GA
0001665160-18-000634	12	HI
0001665160-18-000634	13	ID
0001665160-18-000634	14	IL
0001665160-18-000631	46	UT
0001665160-18-000631	47	VT
0001665160-18-000631	48	VA
0001665160-18-000631	49	WA
0001665160-18-000631	50	WV
0001665160-18-000631	51	WI
0001665160-18-000631	52	WY
0001665160-18-000631	1	AL
0001665160-18-000631	2	AK
0001665160-18-000631	3	AZ
0001665160-18-000631	4	AR
0001665160-18-000631	5	CA
0001665160-18-000631	6	CO
0001665160-18-000631	7	CT
0001665160-18-000631	8	DE
0001665160-18-000631	9	DC
0001665160-18-000631	10	FL
0001665160-18-000631	11	GA
0001665160-18-000631	12	HI
0001665160-18-000631	13	ID
0001665160-18-000631	14	IL
0001665160-18-000631	15	IN
0001665160-18-000631	16	IA
0001665160-18-000631	17	KS
0001665160-18-000631	18	KY
0001665160-18-000631	19	LA
0001665160-18-000631	20	ME
0001665160-18-000631	21	MD
0001665160-18-000631	22	MA
0001665160-18-000631	23	MI
0001665160-18-000631	24	MN
0001665160-18-000631	25	MS
0001665160-18-000631	26	MO
0001665160-18-000631	27	MT
0001665160-18-000631	28	NE
0001665160-18-000631	29	NV
0001665160-18-000631	30	NH
0001665160-18-000631	31	NJ
0001665160-18-000631	32	NM
0001665160-18-000631	33	NY
0001665160-18-000631	34	NC
0001665160-18-000631	35	ND
0001665160-18-000631	36	OH
0001665160-18-000631	37	OK
0001665160-18-000631	38	OR
0001665160-18-000631	39	PA
0001665160-18-000631	40	PR
0001665160-18-000631	41	RI
0001665160-18-000631	42	SC
0001665160-18-000631	43	SD
0001665160-18-000631	44	TN
0001665160-18-000631	45	TX
0001665160-18-000630	37	OK
0001665160-18-000630	36	OH
0001665160-18-000630	39	PA
0001665160-18-000630	40	PR
0001665160-18-000630	41	RI
0001665160-18-000630	42	SC
0001665160-18-000630	43	SD
0001665160-18-000630	44	TN
0001665160-18-000630	45	TX
0001665160-18-000630	46	UT
0001665160-18-000630	47	VT
0001665160-18-000630	48	VA
0001665160-18-000630	49	WA
0001665160-18-000630	50	WV
0001665160-18-000630	51	WI
0001665160-18-000630	52	WY
0001665160-18-000630	1	AL
0001665160-18-000630	2	AK
0001665160-18-000630	3	AZ
0001665160-18-000630	4	AR
0001665160-18-000630	5	CA
0001665160-18-000630	6	CO
0001665160-18-000630	7	CT
0001665160-18-000630	8	DC
0001665160-18-000630	9	DE
0001665160-18-000630	10	FL
0001665160-18-000630	11	GA
0001665160-18-000630	12	HI
0001665160-18-000630	13	ID
0001665160-18-000630	14	IL
0001665160-18-000630	15	IN
0001665160-18-000630	16	IA
0001665160-18-000630	17	KS
0001665160-18-000630	18	KY
0001665160-18-000630	19	LA
0001665160-18-000630	20	ME
0001665160-18-000630	21	MD
0001665160-18-000630	22	MA
0001665160-18-000630	23	MI
0001665160-18-000630	24	MN
0001665160-18-000630	25	MS
0001665160-18-000630	26	MO
0001665160-18-000630	27	MT
0001665160-18-000630	28	NE
0001665160-18-000630	29	NV
0001665160-18-000630	30	NH
0001665160-18-000630	31	NJ
0001665160-18-000630	32	NM
0001665160-18-000630	33	NY
0001665160-18-000630	34	NC
0001665160-18-000630	35	ND
0001665160-18-000630	38	OR
0001665160-18-000628	1	AL
0001665160-18-000628	52	WY
0001665160-18-000628	3	AZ
0001665160-18-000628	4	AR
0001665160-18-000628	5	CA
0001665160-18-000628	6	CO
0001665160-18-000628	7	CT
0001665160-18-000628	8	DE
0001665160-18-000628	9	DC
0001665160-18-000628	10	FL
0001665160-18-000628	11	GA
0001665160-18-000628	12	HI
0001665160-18-000628	13	ID
0001665160-18-000628	14	IL
0001665160-18-000628	15	IN
0001665160-18-000628	16	IA
0001665160-18-000628	17	KS
0001665160-18-000628	18	KY
0001665160-18-000628	19	LA
0001665160-18-000628	20	ME
0001665160-18-000628	21	MD
0001665160-18-000628	22	MA
0001665160-18-000628	23	MI
0001665160-18-000628	24	MN
0001665160-18-000628	25	MS
0001665160-18-000628	26	MO
0001665160-18-000628	27	MT
0001665160-18-000628	28	NE
0001665160-18-000628	29	NV
0001665160-18-000628	30	NH
0001665160-18-000628	31	NJ
0001665160-18-000628	32	NM
0001665160-18-000628	33	NY
0001665160-18-000628	34	NC
0001665160-18-000628	35	ND
0001665160-18-000628	36	OH
0001665160-18-000628	37	OK
0001665160-18-000628	38	OR
0001665160-18-000628	39	PA
0001665160-18-000628	40	PR
0001665160-18-000628	41	RI
0001665160-18-000628	42	SC
0001665160-18-000628	43	SD
0001665160-18-000628	44	TN
0001665160-18-000628	45	TX
0001665160-18-000628	46	UT
0001665160-18-000628	47	VT
0001665160-18-000628	48	VA
0001665160-18-000628	49	WA
0001665160-18-000628	50	WV
0001665160-18-000628	51	WI
0001665160-18-000628	2	AK
0001665160-18-000627	31	NJ
0001665160-18-000627	32	NM
0001665160-18-000627	33	NY
0001665160-18-000627	34	NC
0001665160-18-000627	35	ND
0001665160-18-000627	36	OH
0001665160-18-000627	37	OK
0001665160-18-000627	38	OR
0001665160-18-000627	39	PA
0001665160-18-000627	40	PR
0001665160-18-000627	41	RI
0001665160-18-000627	42	SC
0001665160-18-000627	43	SD
0001665160-18-000627	44	TN
0001665160-18-000627	45	TX
0001665160-18-000627	46	UT
0001665160-18-000627	47	VT
0001665160-18-000627	48	VA
0001665160-18-000627	49	WA
0001665160-18-000627	50	WV
0001665160-18-000627	51	WI
0001665160-18-000627	52	WY
0001665160-18-000627	1	AL
0001665160-18-000627	2	AK
0001665160-18-000627	3	AZ
0001665160-18-000627	4	AR
0001665160-18-000627	5	CA
0001665160-18-000627	6	CO
0001665160-18-000627	7	CT
0001665160-18-000627	8	DE
0001665160-18-000627	9	DC
0001665160-18-000627	10	FL
0001665160-18-000627	11	GA
0001665160-18-000627	12	HI
0001665160-18-000627	13	ID
0001665160-18-000627	14	IL
0001665160-18-000627	15	IN
0001665160-18-000627	16	IA
0001665160-18-000627	17	KS
0001665160-18-000627	18	KY
0001665160-18-000627	19	LA
0001665160-18-000627	20	ME
0001665160-18-000627	21	MD
0001665160-18-000627	22	MA
0001665160-18-000627	23	MI
0001665160-18-000627	24	MN
0001665160-18-000627	25	MS
0001665160-18-000627	26	MO
0001665160-18-000627	27	MT
0001665160-18-000627	28	NE
0001665160-18-000627	29	NV
0001665160-18-000627	30	NH
0001669191-18-000328	24	MN
0001669191-18-000328	23	MI
0001669191-18-000328	26	MO
0001669191-18-000328	27	MT
0001669191-18-000328	28	NE
0001669191-18-000328	29	NV
0001669191-18-000328	30	NH
0001669191-18-000328	31	NJ
0001669191-18-000328	32	NM
0001669191-18-000328	33	NY
0001669191-18-000328	34	NC
0001669191-18-000328	35	ND
0001669191-18-000328	36	OH
0001669191-18-000328	37	OK
0001669191-18-000328	38	OR
0001669191-18-000328	39	PA
0001669191-18-000328	40	RI
0001669191-18-000328	41	SC
0001669191-18-000328	42	SD
0001669191-18-000328	43	TN
0001669191-18-000328	44	TX
0001669191-18-000328	45	UT
0001669191-18-000328	46	VT
0001669191-18-000328	47	VA
0001669191-18-000328	48	WA
0001669191-18-000328	49	WV
0001669191-18-000328	50	WI
0001669191-18-000328	51	WY
0001669191-18-000328	52	B5
0001669191-18-000328	53	GU
0001669191-18-000328	54	1V
0001669191-18-000328	55	PR
0001669191-18-000328	56	VI
0001669191-18-000328	1	AL
0001669191-18-000328	2	AK
0001669191-18-000328	3	AZ
0001669191-18-000328	4	AR
0001669191-18-000328	5	CA
0001669191-18-000328	6	CO
0001669191-18-000328	7	CT
0001669191-18-000328	8	DE
0001669191-18-000328	9	DC
0001669191-18-000328	10	FL
0001669191-18-000328	11	GA
0001669191-18-000328	12	HI
0001669191-18-000328	13	ID
0001669191-18-000328	14	IL
0001669191-18-000328	15	IN
0001669191-18-000328	16	IA
0001669191-18-000328	17	KS
0001669191-18-000328	18	KY
0001669191-18-000328	19	LA
0001669191-18-000328	20	ME
0001669191-18-000328	21	MD
0001669191-18-000328	22	MA
0001669191-18-000328	25	MS
0001669191-18-000326	21	MD
0001669191-18-000326	22	MA
0001669191-18-000326	23	MI
0001669191-18-000326	24	MN
0001669191-18-000326	25	MS
0001669191-18-000326	26	MO
0001669191-18-000326	27	MT
0001669191-18-000326	28	NE
0001669191-18-000326	29	NV
0001669191-18-000326	30	NH
0001669191-18-000326	31	NJ
0001669191-18-000326	32	NM
0001669191-18-000326	33	NY
0001669191-18-000326	34	NC
0001669191-18-000326	35	ND
0001669191-18-000326	36	OH
0001669191-18-000326	37	OK
0001669191-18-000326	38	OR
0001669191-18-000326	39	PA
0001669191-18-000326	40	RI
0001669191-18-000326	41	SC
0001669191-18-000326	42	SD
0001669191-18-000326	43	TN
0001669191-18-000326	44	TX
0001669191-18-000326	45	UT
0001669191-18-000326	46	VT
0001669191-18-000326	47	VA
0001669191-18-000326	48	WA
0001669191-18-000326	49	WV
0001669191-18-000326	50	WI
0001669191-18-000326	51	WY
0001669191-18-000326	52	B5
0001669191-18-000326	53	GU
0001669191-18-000326	54	1V
0001669191-18-000326	55	PR
0001669191-18-000326	56	VI
0001669191-18-000326	1	AL
0001669191-18-000326	2	AK
0001669191-18-000326	3	AZ
0001669191-18-000326	4	AR
0001669191-18-000326	5	CA
0001669191-18-000326	6	CO
0001669191-18-000326	7	CT
0001669191-18-000326	8	DE
0001669191-18-000326	9	DC
0001669191-18-000326	10	FL
0001669191-18-000326	11	GA
0001669191-18-000326	12	HI
0001669191-18-000326	13	ID
0001669191-18-000326	14	IL
0001669191-18-000326	15	IN
0001669191-18-000326	16	IA
0001669191-18-000326	17	KS
0001669191-18-000326	18	KY
0001669191-18-000326	19	LA
0001669191-18-000326	20	ME
0001745081-18-000001	41	RI
0001745081-18-000001	40	PR
0001745081-18-000001	43	SD
0001745081-18-000001	44	TN
0001745081-18-000001	45	TX
0001745081-18-000001	46	UT
0001745081-18-000001	47	VT
0001745081-18-000001	48	VA
0001745081-18-000001	49	WA
0001745081-18-000001	50	WV
0001745081-18-000001	51	WI
0001745081-18-000001	52	WY
0001745081-18-000001	53	A0
0001745081-18-000001	54	A1
0001745081-18-000001	55	A2
0001745081-18-000001	56	A3
0001745081-18-000001	57	A4
0001745081-18-000001	58	A5
0001745081-18-000001	59	A6
0001745081-18-000001	60	A7
0001745081-18-000001	61	A8
0001745081-18-000001	62	A9
0001745081-18-000001	63	B0
0001745081-18-000001	64	Z4
0001745081-18-000001	1	AL
0001745081-18-000001	2	AK
0001745081-18-000001	3	AZ
0001745081-18-000001	4	AR
0001745081-18-000001	5	CA
0001745081-18-000001	6	CO
0001745081-18-000001	7	CT
0001745081-18-000001	8	DE
0001745081-18-000001	9	DC
0001745081-18-000001	10	FL
0001745081-18-000001	11	GA
0001745081-18-000001	12	HI
0001745081-18-000001	13	ID
0001745081-18-000001	14	IL
0001745081-18-000001	15	IN
0001745081-18-000001	16	IA
0001745081-18-000001	17	KS
0001745081-18-000001	18	KY
0001745081-18-000001	19	LA
0001745081-18-000001	20	ME
0001745081-18-000001	21	MD
0001745081-18-000001	22	MA
0001745081-18-000001	23	MI
0001745081-18-000001	24	MN
0001745081-18-000001	25	MS
0001745081-18-000001	26	MO
0001745081-18-000001	27	MT
0001745081-18-000001	28	NE
0001745081-18-000001	29	NV
0001745081-18-000001	30	NH
0001745081-18-000001	31	NJ
0001745081-18-000001	32	NM
0001745081-18-000001	33	NY
0001745081-18-000001	34	NC
0001745081-18-000001	35	ND
0001745081-18-000001	36	OH
0001745081-18-000001	37	OK
0001745081-18-000001	38	OR
0001745081-18-000001	39	PA
0001745081-18-000001	42	SC
0001669191-18-000324	36	OH
0001669191-18-000324	37	OK
0001669191-18-000324	38	OR
0001669191-18-000324	39	PA
0001669191-18-000324	40	RI
0001669191-18-000324	41	SC
0001669191-18-000324	42	SD
0001669191-18-000324	43	TN
0001669191-18-000324	44	TX
0001669191-18-000324	45	UT
0001669191-18-000324	46	VT
0001669191-18-000324	47	VA
0001669191-18-000324	48	WA
0001669191-18-000324	49	WV
0001669191-18-000324	50	WI
0001669191-18-000324	51	WY
0001669191-18-000324	52	B5
0001669191-18-000324	53	GU
0001669191-18-000324	54	1V
0001669191-18-000324	55	PR
0001669191-18-000324	56	VI
0001669191-18-000324	1	AL
0001669191-18-000324	2	AK
0001669191-18-000324	3	AZ
0001669191-18-000324	4	AR
0001669191-18-000324	5	CA
0001669191-18-000324	6	CO
0001669191-18-000324	7	CT
0001669191-18-000324	8	DE
0001669191-18-000324	9	DC
0001669191-18-000324	10	FL
0001669191-18-000324	11	GA
0001669191-18-000324	12	HI
0001669191-18-000324	13	ID
0001669191-18-000324	14	IL
0001669191-18-000324	15	IN
0001669191-18-000324	16	IA
0001669191-18-000324	17	KS
0001669191-18-000324	18	KY
0001669191-18-000324	19	LA
0001669191-18-000324	20	ME
0001669191-18-000324	21	MD
0001669191-18-000324	22	MA
0001669191-18-000324	23	MI
0001669191-18-000324	24	MN
0001669191-18-000324	25	MS
0001669191-18-000324	26	MO
0001669191-18-000324	27	MT
0001669191-18-000324	28	NE
